domain_label,l1_code,l1_name,ymyl,model_key,model_label,batch_size,focus_keyword,monthly_total,title_ko,search_intent,topic_angle,description
food,09,맛집·카페,False,8b,Groq Llama 3.1 8B,10,식당,347300,식당에서 먹어야 할 음식과 추천점,compare,tip,식당에서 먹어야 할 음식과 추천점을 소개한다.
food,09,맛집·카페,False,8b,Groq Llama 3.1 8B,10,주변맛집,296000,주변 맛집을 찾아보는 방법과 추천점,howto,start,주변 맛집을 쉽게 찾아보는 방법과 추천점을 소개한다.
food,09,맛집·카페,False,8b,Groq Llama 3.1 8B,10,곡성장미축제,217000,곡성장미축제에서 즐길 수 있는 etkin성과 추천점,news,local,곡성장미축제에서 즐길 수 있는 다양한 etkin성과 추천점을 소개한다.
food,09,맛집·카페,False,8b,Groq Llama 3.1 8B,10,돈까스,162300,돈까스 레시피와 다양한 요리 방법,howto,tip,돈까스 레시피와 다양한 요리 방법을 소개한다.
food,09,맛집·카페,False,8b,Groq Llama 3.1 8B,10,부산가볼만한곳,160300,부산 여행 가볼만한곳과 추천점,review,local,부산 여행 가볼만한곳과 추천점을 소개한다.
food,09,맛집·카페,False,8b,Groq Llama 3.1 8B,10,대전맛집,159800,대전 맛집을 찾아보는 방법과 추천점,howto,start,대전 맛집을 쉽게 찾아보는 방법과 추천점을 소개한다.
food,09,맛집·카페,False,8b,Groq Llama 3.1 8B,10,제육볶음레시피,158890,제육볶음 레시피와 다양한 요리 방법,howto,tip,제육볶음 레시피와 다양한 요리 방법을 소개한다.
food,09,맛집·카페,False,8b,Groq Llama 3.1 8B,10,강릉맛집,154900,강릉 여행의 정석! 강릉 맛집 순위와 추천 맛집,info,tip,강릉 여행의 맛집을 소개하고 추천해 드립니다.
food,09,맛집·카페,False,8b,Groq Llama 3.1 8B,10,경주맛집,151500,경주 여행의 맛! 경주 맛집 순위와 추천 맛집,info,tip,경주 여행의 맛집을 소개하고 추천해 드립니다.
food,09,맛집·카페,False,8b,Groq Llama 3.1 8B,10,초밥,146800,초밥의 모든 것! 초밥 종류와 추천 초밥 레스토랑,info,tip,초밥 종류와 추천 초밥 레스토랑을 소개합니다.
food,09,맛집·카페,False,8b,Groq Llama 3.1 8B,10,고봉민김밥,141180,고봉민 김밥의 매력! 고봉민 김밥의 맛과 특징,review,review,고봉민 김밥의 맛과 특징을 소개합니다.
food,09,맛집·카페,False,8b,Groq Llama 3.1 8B,10,닭갈비,138530,닭갈비의 전설! 닭갈비 종류와 추천 닭갈비 레스토랑,info,tip,닭갈비 종류와 추천 닭갈비 레스토랑을 소개합니다.
food,09,맛집·카페,False,8b,Groq Llama 3.1 8B,10,감자탕,135220,감자탕의 매력! 감자탕 종류와 추천 감자탕 레스토랑,info,tip,감자탕 종류와 추천 감자탕 레스토랑을 소개합니다.
food,09,맛집·카페,False,8b,Groq Llama 3.1 8B,10,서울가볼만한곳,132100,서울 여행의 정석! 서울 가볼 만한 곳과 추천 관광지,info,tip,서울 여행의 가볼 만한 곳과 추천 관광지를 소개합니다.
food,09,맛집·카페,False,8b,Groq Llama 3.1 8B,10,내주변맛집,128530,내 주변의 맛집! 내 주변 맛집 순위와 추천 맛집,info,tip,내 주변의 맛집을 소개하고 추천해 드립니다.
food,09,맛집·카페,False,8b,Groq Llama 3.1 8B,10,여수가볼만한곳,125200,여수 여행의 정석! 여수 가볼 만한 곳과 추천 관광지,info,tip,여수 여행의 가볼 만한 곳과 추천 관광지를 소개합니다.
food,09,맛집·카페,False,8b,Groq Llama 3.1 8B,10,강남맛집,121700,강남의 맛집! 강남 맛집 순위와 추천 맛집,info,tip,강남의 맛집을 소개하고 추천해 드립니다.
food,09,맛집·카페,False,8b,Groq Llama 3.1 8B,10,쌀국수,120800,쌀국수 맛집TOP5 - 매력적인 쌀국수 맛집을 소개합니다.,info,tip,쌀국수 맛집을 모아보았습니다.
food,09,맛집·카페,False,8b,Groq Llama 3.1 8B,10,내근처맛집,119970,내 근처 맛집 찾는 방법 - 지도앱으로 쉽게 찾기!,howto,start,내 근처 맛집을 찾는 방법을 알려드립니다.
food,09,맛집·카페,False,8b,Groq Llama 3.1 8B,10,음식점,117900,음식점 리뷰 작성법 - 올바른 리뷰 방법을 알려드립니다.,howto,tip,음식점 리뷰 작성법을 알려드립니다.
food,09,맛집·카페,False,8b,Groq Llama 3.1 8B,10,속초가볼만한곳,117200,속초 여행 가볼만한곳 - 인기 투어 코스와 추천 장소,info,local,속초 여행 가볼만한곳을 소개합니다.
food,09,맛집·카페,False,8b,Groq Llama 3.1 8B,10,홍대맛집,115800,홍대 맛집TOP10 - 홍대 맛집을 추천합니다.,info,tip,홍대 맛집을 모아보았습니다.
food,09,맛집·카페,False,8b,Groq Llama 3.1 8B,10,결혼식피로연,990,결혼식 피로연 추천 - 신혼부부의 피로연 추천!,review,review,결혼식 피로연 추천을 합니다.
food,09,맛집·카페,False,8b,Groq Llama 3.1 8B,10,고기무한리필집,990,고기 무한리필집TOP5 - 고기 무한리필집을 추천합니다.,info,tip,고기 무한리필집을 모아보았습니다.
food,09,맛집·카페,False,8b,Groq Llama 3.1 8B,10,굴보쌈,990,굴 보쌈 레시피 - 간단하게 만들 수 있는 보쌈 레시피!,howto,start,굴 보쌈 레시피를 알려드립니다.
food,09,맛집·카페,False,8b,Groq Llama 3.1 8B,10,근처레스토랑,990,근처 레스토랑 찾는 방법 - 지도앱으로 쉽게 찾기!,howto,start,근처 레스토랑을 찾는 방법을 알려드립니다.
food,09,맛집·카페,False,8b,Groq Llama 3.1 8B,10,미아삼거리맛집,990,미아삼거리 맛집TOP5 - 미아삼거리 맛집을 추천합니다.,info,tip,미아삼거리 맛집을 모아보았습니다.
food,09,맛집·카페,False,8b,Groq Llama 3.1 8B,10,바센지분양,990,"2024년 바센지 분양 일정과 가격, 투자 가치",info,start,"바센지 분양 일정과 가격, 투자 가치를 확인하는 방법을 소개한다."
food,09,맛집·카페,False,8b,Groq Llama 3.1 8B,10,삼성역근처맛집,990,"삼성역 근처 맛집 10선, 추천하는 식당과 메뉴",review,tip,삼성역 근처 맛집 10선과 추천하는 식당과 메뉴를 소개한다.
food,09,맛집·카페,False,8b,Groq Llama 3.1 8B,10,엘시티맛집,990,"엘시티 맛집 가이드, 최고의 식당과 추천 메뉴",review,tip,엘시티 맛집 가이드와 최고의 식당과 추천 메뉴를 소개한다.
food,09,맛집·카페,False,8b,Groq Llama 3.1 8B,10,울산삼산점심맛집,990,울산 삼산점에서 먹어야 할 점심 맛집 5선,review,tip,울산 삼산점에서 먹어야 할 점심 맛집 5선을 소개한다.
food,09,맛집·카페,False,8b,Groq Llama 3.1 8B,10,을지로낮술,990,"을지로에서 즐길 수 있는 낮술 5선, 추천하는 식당",review,tip,을지로에서 즐길 수 있는 낮술 5선을 소개한다.
food,09,맛집·카페,False,8b,Groq Llama 3.1 8B,10,전주한우,990,전주에서 맛볼 수 있는 최고의 한우 5선,review,tip,전주에서 맛볼 수 있는 최고의 한우 5선을 소개한다.
food,09,맛집·카페,False,8b,Groq Llama 3.1 8B,10,전통음식,990,"한국의 전통 음식 10선, 역사와 문화",info,issue,한국의 전통 음식 10선을 소개하며 역사와 문화를 살펴본다.
food,09,맛집·카페,False,8b,Groq Llama 3.1 8B,10,전포동고기집,990,"전포동 고기집 10선, 추천하는 식당과 메뉴",review,tip,전포동 고기집 10선을 소개하며 추천하는 식당과 메뉴를 소개한다.
food,09,맛집·카페,False,8b,Groq Llama 3.1 8B,10,제주시연동맛집,990,제주시 연동에서 맛볼 수 있는 맛집 5선,review,tip,제주시 연동에서 맛볼 수 있는 맛집 5선을 소개한다.
food,09,맛집·카페,False,8b,Groq Llama 3.1 8B,10,진주한식맛집,990,진주에서 맛볼 수 있는 한식 맛집 10선,review,tip,진주에서 맛볼 수 있는 한식 맛집 10선을 소개한다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,25,근처맛집,951600,"실패 없는 오늘 점심, 지금 내 위치 근처맛집 찾는 꿀팁",howto,tip,지도 앱을 활용해 현재 위치에서 가장 평점 높고 맛있는 식당을 찾는 노하우를 소개합니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,25,샤브올데이,553000,"샤브올데이 솔직 후기, 무한리필 샐러드바 메뉴 구성 및 가격 정보",review,review,"샤브올데이의 다양한 메뉴와 이용 가격, 실제 방문 후 느낀 장단점을 상세히 리뷰합니다."
food,09,맛집·카페,False,gemini,Gemini Flash Lite,25,근처카페,535480,"분위기 좋은 근처카페 찾는 법, 감성 가득한 휴식 공간 리스트",info,local,커피 맛과 인테리어를 모두 잡은 내 주변 분위기 좋은 카페를 찾는 방법을 안내합니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,25,식당,347300,"위생등급 좋은 식당 고르는 법, 안심하고 외식하는 체크리스트",checklist,tip,건강하고 깨끗한 외식을 위해 식당 선택 시 반드시 확인해야 할 위생 체크리스트를 정리합니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,25,주변맛집,296000,"현지인이 추천하는 숨은 주변맛집 리스트, 실패 없는 식당 고르기",info,local,지역 주민들이 자주 찾는 진짜 맛집을 발굴하고 검증하는 방법을 공유합니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,25,곡성장미축제,217000,"곡성장미축제 완벽 즐기기, 축제 일정과 주변 맛집 코스 추천",info,start,곡성장미축제 방문객을 위한 축제 정보와 함께 들르기 좋은 근처 맛집 코스를 제안합니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,25,돈까스,162300,"겉바속촉 인생 돈까스 맛집 찾는 법, 종류별 특징과 맛있는 곳 추천",compare,review,"일식 돈카츠부터 경양식 돈까스까지, 취향에 맞는 맛집을 구분하는 기준을 설명합니다."
food,09,맛집·카페,False,gemini,Gemini Flash Lite,25,부산가볼만한곳,160300,"부산가볼만한곳 베스트 10, 여행객을 위한 필수 코스와 맛집 정리",info,start,부산 여행을 계획하는 분들을 위해 꼭 가봐야 할 명소와 맛집을 한데 모았습니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,25,대전맛집,159800,"대전맛집 투어, 성심당부터 현지인 추천 노포까지 완벽 정리",info,local,대전의 대표 맛집들과 숨겨진 미식 공간을 테마별로 소개합니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,25,제육볶음레시피,158890,"실패 없는 제육볶음레시피, 밥도둑 만드는 황금 비율 양념장 비법",howto,howto,집에서도 식당 맛을 낼 수 있는 제육볶음의 핵심 양념 배합과 조리 과정을 공개합니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,25,강릉맛집,154900,"강릉맛집 리스트, 현지인이 인정하는 바다 앞 찐 맛집 탐방",info,local,강릉 여행 시 꼭 먹어봐야 할 대표 음식과 현지인들이 즐겨 찾는 맛집을 추천합니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,25,경주맛집,151500,"경주맛집 투어, 황리단길 분위기 좋은 식당과 전통 맛집 비교",compare,compare,경주의 핫플레이스 황리단길의 맛집과 전통적인 경주 맛집을 비교 분석합니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,25,초밥,146800,"신선한 초밥 맛있게 즐기는 법, 오마카세와 회전초밥 차이점",compare,tip,"초밥의 종류와 먹는 순서, 그리고 가성비 좋은 초밥집을 구분하는 방법을 알려드립니다."
food,09,맛집·카페,False,gemini,Gemini Flash Lite,25,고봉민김밥,141180,"고봉민김밥 메뉴 추천, 가성비 최고의 인기 조합과 신메뉴 리뷰",review,review,고봉민김밥의 다양한 메뉴 중 가장 인기 있는 조합과 가격 대비 만족도를 리뷰합니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,25,닭갈비,138530,"철판 닭갈비 vs 숯불 닭갈비, 취향 저격 맛집 찾는 법과 레시피",compare,compare,닭갈비의 두 가지 조리 방식 차이와 각각의 매력을 극대화하는 맛집 선택법을 다룹니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,25,감자탕,135220,"뜨끈한 국물이 생각날 때, 실패 없는 감자탕 맛집 고르는 기준",checklist,tip,고기 질과 국물 맛을 결정하는 감자탕 맛집의 필수 체크리스트를 정리합니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,25,서울가볼만한곳,132100,"서울가볼만한곳 추천, 취향별 핫플레이스와 근처 맛집 코스",info,start,서울의 주요 명소와 함께 방문하기 좋은 분위기 좋은 맛집들을 코스별로 추천합니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,25,내주변맛집,128530,"내주변맛집 찾기, 빅데이터 기반으로 검증된 식당 확인하는 법",howto,tip,지도 서비스와 리뷰 플랫폼을 활용해 내 주변의 진짜 맛집을 찾는 스마트한 방법을 알려드립니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,25,여수가볼만한곳,125200,"여수가볼만한곳 베스트, 낭만 가득한 여수 여행과 필수 맛집 모음",info,start,여수 여행의 핵심 명소와 함께 꼭 먹어야 할 여수 별미 맛집들을 소개합니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,25,강남맛집,121700,"강남맛집 리스트, 데이트부터 회식까지 상황별 추천 식당",info,local,강남역 인근의 다양한 맛집을 목적과 분위기에 맞춰 엄선하여 추천합니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,25,쌀국수,120800,"현지의 맛 그대로, 쌀국수 맛집 고르는 팁과 맛있게 먹는 법",info,tip,진한 육수의 쌀국수 맛집을 찾는 기준과 더 맛있게 즐기는 소스 조합을 공유합니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,25,내근처맛집,119970,"지금 바로 내근처맛집 찾는 법, 평점과 리뷰로 검증하는 노하우",howto,tip,실시간으로 내 위치에서 가장 만족도 높은 맛집을 선별하는 구체적인 방법을 안내합니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,25,음식점,117900,"실패 없는 음식점 선택 가이드, 리뷰 믿고 걸러야 할 곳은?",checklist,tip,광고성 리뷰를 거르고 진짜 맛있는 음식점을 선별하기 위한 체크리스트를 제공합니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,25,속초가볼만한곳,117200,"속초가볼만한곳 총정리, 바다 보며 즐기는 맛집과 여행 코스",info,start,속초 여행객을 위한 필수 방문 명소와 지역 대표 맛집들을 상세히 소개합니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,25,홍대맛집,115800,"홍대맛집 투어, MZ세대가 뽑은 찐 맛집과 카페 리스트",info,local,홍대 거리의 트렌디한 맛집과 실패 없는 인기 식당들을 엄선하여 정리합니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,25,결혼식피로연,990,성공적인 결혼식피로연 장소 선정 기준과 체크리스트,checklist,tip,하객들에게 만족스러운 식사를 대접하기 위한 피로연 장소 선택 노하우를 소개합니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,25,고기무한리필집,990,가성비 최고 고기무한리필집 이용 꿀팁과 추천 메뉴,howto,tip,고기무한리필집에서 더 맛있고 알차게 즐길 수 있는 방법과 이용 수칙을 정리했습니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,25,굴보쌈,990,제철 맞은 굴보쌈 맛있게 먹는 법과 맛집 고르는 기준,info,tip,겨울철 별미 굴보쌈의 신선도 확인법과 함께 먹으면 좋은 조합을 알려드립니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,25,근처레스토랑,990,분위기 좋은 근처레스토랑 찾는 방법과 예약 팁,howto,tip,특별한 날 실패 없는 근처레스토랑을 검색하고 예약하는 실용적인 방법을 공유합니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,25,미아삼거리맛집,990,현지인이 추천하는 미아삼거리맛집 베스트 5,info,local,미아삼거리역 인근에서 꼭 가봐야 할 맛집들의 특징과 메뉴를 소개합니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,25,바센지분양,990,바센지분양 전 반드시 알아야 할 견종 특성과 주의사항,info,start,독특한 매력의 바센지 입양을 고민하는 분들을 위해 필수 정보를 정리했습니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,25,삼성역근처맛집,990,직장인들이 인정한 삼성역근처맛집 리스트 총정리,info,local,삼성역 주변 회식 및 점심 식사로 가기 좋은 맛집들을 엄선하여 소개합니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,25,엘시티맛집,990,"부산 여행 필수 코스, 엘시티맛집 방문 후기",review,review,해운대 엘시티 근처에서 즐기는 고급스러운 식사와 분위기를 솔직하게 리뷰합니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,25,울산삼산점심맛집,990,울산삼산점심맛집 고민 끝! 메뉴별 추천 리스트,info,local,울산 삼산동에서 점심 식사하기 좋은 맛집들을 메뉴별로 깔끔하게 정리했습니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,25,을지로낮술,990,힙한 감성 가득한 을지로낮술 명소 추천,info,local,을지로 골목에서 여유롭게 낮술을 즐길 수 있는 최고의 장소들을 소개합니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,25,전주한우,990,"전주한우 맛집 투어, 품질 좋은 고기 고르는 법",info,tip,전주 여행 시 꼭 맛봐야 할 한우 맛집 정보와 고기 등급 보는 법을 안내합니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,25,전통음식,990,건강하고 맛있는 한국의 전통음식 제대로 즐기기,info,tip,"우리 고유의 전통음식이 가진 매력과 영양, 그리고 맛집 선택 기준을 다룹니다."
food,09,맛집·카페,False,gemini,Gemini Flash Lite,25,전포동고기집,990,부산 핫플레이스 전포동고기집 인기 맛집 베스트,info,local,전포동 카페거리 근처에서 고기 맛집을 찾는 분들을 위한 추천 리스트입니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,25,제주시연동맛집,990,제주시연동맛집 현지인들이 자주 찾는 찐 맛집 추천,info,local,제주 시내 연동에서 실패 없는 식사를 즐길 수 있는 맛집들을 정리했습니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,25,진주한식맛집,990,"정갈한 한 상, 진주한식맛집 추천 리스트",info,local,진주에서 부모님과 함께 가기 좋은 정갈한 한식 맛집들을 소개합니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,25,풍동애니골맛집,990,가족 외식하기 좋은 풍동애니골맛집 베스트,info,local,일산 풍동 애니골의 다양한 맛집 중 방문객 만족도가 높은 곳들을 추천합니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,25,7번가피자포장할인,980,7번가피자포장할인 200% 활용해서 저렴하게 먹는 방법,cost,tip,7번가피자 포장 할인 혜택과 더불어 가성비 좋게 주문하는 팁을 공개합니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,25,강남술집추천,980,분위기와 안주를 모두 잡은 강남술집추천 리스트,info,local,강남역 인근에서 모임이나 데이트하기 좋은 분위기 좋은 술집들을 추천합니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,25,강남역한우,980,특별한 날 가기 좋은 강남역한우 맛집 비교 분석,compare,compare,"강남역 주변 유명 한우 맛집들의 가격과 서비스, 고기 질을 비교해 드립니다."
food,09,맛집·카페,False,gemini,Gemini Flash Lite,25,과천경마장맛집,980,"과천경마장맛집 탐방, 나들이 후 가기 좋은 식당",info,local,"과천 경마공원 방문 후 가족, 친구와 함께 들르기 좋은 근처 맛집들을 소개합니다."
food,09,맛집·카페,False,gemini,Gemini Flash Lite,25,광주데이트코스,980,완벽한 하루를 위한 광주데이트코스 맛집 추천,info,tip,광주에서 연인과 함께 가기 좋은 분위기 좋은 맛집과 데이트 코스를 제안합니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,25,뉴서울CC맛집,980,라운딩 전후로 들르기 좋은 뉴서울CC맛집 정리,info,local,골프장 방문객들이 자주 찾는 뉴서울CC 근처 맛집들의 메뉴와 특징을 알려드립니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,25,대전자양동맛집,980,"숨겨진 보석, 대전자양동맛집 베스트 5",info,local,대전 자양동에서 현지인들이 입을 모아 칭찬하는 맛집들을 모았습니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,25,디저트추천,980,당 충전이 필요할 때! 실패 없는 디저트추천 리스트,info,tip,최신 트렌드 디저트부터 클래식한 메뉴까지 상황별 디저트를 추천합니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,25,롯데월드타워식당,980,롯데월드타워식당 뷰 맛집부터 가성비 맛집까지,info,local,롯데월드타워 내에서 식사하기 좋은 곳들을 뷰와 가격대별로 나누어 소개합니다.
food,09,맛집·카페,False,scout,Groq Scout 17B,25,근처맛집,951600,"내 근처 맛집 찾기, 지역별 인기 식당 모음",info,local,주변 지역에 있는 맛집을 소개하고 위치 정보를 제공한다.
food,09,맛집·카페,False,scout,Groq Scout 17B,25,샤브올데이,553000,"샤브올데이 메뉴 및 가격, 이용 후기",review,review,"샤브올데이의 다양한 메뉴와 가격, 실제 이용 후기를 공유한다."
food,09,맛집·카페,False,scout,Groq Scout 17B,25,근처카페,535480,"내 근처 카페 추천, 분위기 좋은 곳 모음",info,local,주변 지역에 있는 카페를 소개하고 분위기 좋은 곳을 추천한다.
food,09,맛집·카페,False,scout,Groq Scout 17B,25,식당,347300,"식당 창업 가이드, 성공 사례와 노하우",howto,howto,식당 창업을 위한 준비 과정과 성공 사례를 공유한다.
food,09,맛집·카페,False,scout,Groq Scout 17B,25,주변맛집,296000,"주변 맛집 찾기, 네이버 지도 활용법",howto,tip,네이버 지도를 활용해 주변 맛집을 찾는 방법을 소개한다.
food,09,맛집·카페,False,scout,Groq Scout 17B,25,곡성장미축제,217000,곡성장미축제 일정 및 즐길 거리,info,news,곡성장미축제의 일정과 다양한 즐길 거리를 소개한다.
food,09,맛집·카페,False,scout,Groq Scout 17B,25,돈까스,162300,"돈까스 맛집 추천, 인기 메뉴와 가격",info,review,돈까스 맛집을 추천하고 인기 메뉴와 가격을 공유한다.
food,09,맛집·카페,False,scout,Groq Scout 17B,25,부산가볼만한곳,160300,"부산 가볼 만한 곳, 관광 명소 모음",info,local,부산의 다양한 관광 명소를 소개하고 추천한다.
food,09,맛집·카페,False,scout,Groq Scout 17B,25,대전맛집,159800,"대전 맛집 추천, 지역별 인기 식당",info,local,대전 지역의 맛집을 추천하고 인기 식당을 소개한다.
food,09,맛집·카페,False,scout,Groq Scout 17B,25,제육볶음레시피,158890,"제육볶음 레시피, 쉽고 맛있게 만들기",howto,howto,제육볶음을 쉽고 맛있게 만드는 레시피를 공유한다.
food,09,맛집·카페,False,scout,Groq Scout 17B,25,강릉맛집,154900,"강릉 맛집 추천, 현지인 인기 식당",info,local,강릉 지역의 맛집을 추천하고 현지인 인기 식당을 소개한다.
food,09,맛집·카페,False,scout,Groq Scout 17B,25,경주맛집,151500,"경주 맛집 추천, 전통 음식과 현대 요리",info,local,경주 지역의 전통 음식과 현대 요리를 소개하고 맛집을 추천한다.
food,09,맛집·카페,False,scout,Groq Scout 17B,25,초밥,146800,"초밥 맛집 추천, 인기 메뉴와 가격",info,review,초밥 맛집을 추천하고 인기 메뉴와 가격을 공유한다.
food,09,맛집·카페,False,scout,Groq Scout 17B,25,고봉민김밥,141180,"고봉민 김밥 메뉴 및 가격, 이용 후기",review,review,"고봉민 김밥의 메뉴와 가격, 실제 이용 후기를 공유한다."
food,09,맛집·카페,False,scout,Groq Scout 17B,25,닭갈비,138530,"닭갈비 맛집 추천, 인기 메뉴와 가격",info,review,닭갈비 맛집을 추천하고 인기 메뉴와 가격을 공유한다.
food,09,맛집·카페,False,scout,Groq Scout 17B,25,감자탕,135220,"감자탕 맛집 추천, 인기 메뉴와 가격",info,review,감자탕 맛집을 추천하고 인기 메뉴와 가격을 공유한다.
food,09,맛집·카페,False,scout,Groq Scout 17B,25,서울가볼만한곳,132100,"서울 가볼 만한 곳, 관광 명소 모음",info,local,서울의 다양한 관광 명소를 소개하고 추천한다.
food,09,맛집·카페,False,scout,Groq Scout 17B,25,내주변맛집,128530,"내 주변 맛집 찾기, 모바일 앱 활용법",howto,tip,모바일 앱을 활용해 내 주변 맛집을 찾는 방법을 소개한다.
food,09,맛집·카페,False,scout,Groq Scout 17B,25,여수가볼만한곳,125200,"여수 가볼 만한 곳, 관광 명소 모음",info,local,여수의 다양한 관광 명소를 소개하고 추천한다.
food,09,맛집·카페,False,scout,Groq Scout 17B,25,강남맛집,121700,"강남 맛집 추천, 고급 식당과 캐주얼 식당",info,local,강남 지역의 맛집을 추천하고 고급 식당과 캐주얼 식당을 소개한다.
food,09,맛집·카페,False,scout,Groq Scout 17B,25,쌀국수,120800,"쌀국수 맛집 추천, 인기 메뉴와 가격",info,review,쌀국수 맛집을 추천하고 인기 메뉴와 가격을 공유한다.
food,09,맛집·카페,False,scout,Groq Scout 17B,25,내근처맛집,119970,"내 근처 맛집 찾기, 지역별 인기 식당",info,local,주변 지역에 있는 맛집을 소개하고 인기 식당을 추천한다.
food,09,맛집·카페,False,scout,Groq Scout 17B,25,음식점,117900,"음식점 창업 가이드, 성공 사례와 노하우",howto,howto,음식점 창업을 위한 준비 과정과 성공 사례를 공유한다.
food,09,맛집·카페,False,scout,Groq Scout 17B,25,속초가볼만한곳,117200,"속초 가볼 만한 곳, 관광 명소 모음",info,local,속초의 다양한 관광 명소를 소개하고 추천한다.
food,09,맛집·카페,False,scout,Groq Scout 17B,25,홍대맛집,115800,"홍대 맛집 추천, 트렌디한 식당과 카페",info,local,홍대 지역의 맛집을 추천하고 트렌디한 식당과 카페를 소개한다.
food,09,맛집·카페,False,scout,Groq Scout 17B,25,결혼식피로연,990,결혼식 피로연 메뉴 추천 및 계획 가이드,howto,howto,결혼식 피로연 메뉴 선택과 계획에 대한 가이드
food,09,맛집·카페,False,scout,Groq Scout 17B,25,고기무한리필집,990,"고기가 무한리필 되는 집, 가성비 맛집 추천",review,review,고기가 무한리필 되는 집에 대한 리뷰와 추천
food,09,맛집·카페,False,scout,Groq Scout 17B,25,굴보쌈,990,"굴보쌈 맛집 추천, 겨울철 별미 즐기기",review,review,굴보쌈 맛집 추천과 즐기는 방법
food,09,맛집·카페,False,scout,Groq Scout 17B,25,근처레스토랑,990,"내 근처 레스토랑 찾기, 지역별 맛집 추천",info,local,지역별 근처 레스토랑 정보와 맛집 추천
food,09,맛집·카페,False,scout,Groq Scout 17B,25,미아삼거리맛집,990,"미아삼거리 맛집 추천, 지역 주민이 선택한 곳",review,review,미아삼거리 맛집 추천과 지역 주민의 선택
food,09,맛집·카페,False,scout,Groq Scout 17B,25,바센지분양,990,"바센지 분양 정보, 카페 창업 고려하기",info,info,바센지 분양 정보와 카페 창업 고려 사항
food,09,맛집·카페,False,scout,Groq Scout 17B,25,삼성역근처맛집,990,"삼성역 근처 맛집 추천, 직장인이 선택한 곳",review,review,삼성역 근처 맛집 추천과 직장인의 선택
food,09,맛집·카페,False,scout,Groq Scout 17B,25,엘시티맛집,990,"부산 엘시티 맛집 추천, 높은 곳에서 즐기는 식사",review,review,엘시티 맛집 추천과 높은 곳에서 즐기는 식사
food,09,맛집·카페,False,scout,Groq Scout 17B,25,울산삼산점심맛집,990,"울산 삼산동 점심 맛집 추천, 직장인을 위한 메뉴",review,review,울산 삼산동 점심 맛집 추천과 직장인을 위한 메뉴
food,09,맛집·카페,False,scout,Groq Scout 17B,25,을지로낮술,990,"을지로 낮술 추천, 낮에 즐기는 술 문화",review,review,을지로 낮술 추천과 낮에 즐기는 술 문화
food,09,맛집·카페,False,scout,Groq Scout 17B,25,전주한우,990,"전주 한우 맛집 추천, 전통적인 한우 즐기기",review,review,전주 한우 맛집 추천과 전통적인 한우 즐기기
food,09,맛집·카페,False,scout,Groq Scout 17B,25,전통음식,990,한국 전통 음식 종류와 만드는 방법,info,info,한국 전통 음식의 종류와 만드는 방법 소개
