l1_code,l1_name,rank,candidate_keyword,norm_stem,monthly_pc,monthly_mobile,monthly_total,comp_idx,depth,source_seed,is_new,note
13,반려동물,25818,특수동물학과,특수동물학과,90,450,540,높음,1,13-dog-treats|13-pet-travel|13-pet-hotel|13-dog-walking|13-aquarium-fish,Y,검색수 임계값(1000) 미달
13,반려동물,25819,포켓츄,포켓츄,80,460,540,중간,1,13-cat-health|13-adopting-a-cat|13-cat-treats|13-cat-grooming|13-dog-food,Y,검색수 임계값(1000) 미달
14,아웃도어,25820,가성비등산화,가성비등산화,140,400,540,중간,1,14-hiking-shoes|14-backpack-recommendation|14-hiking-stick|14-camping-chair|14-camping-table,Y,검색수 임계값(1000) 미달
14,아웃도어,25821,가정용에어건,가정용에어건,100,440,540,높음,1,14-camping-gear|14-hiking-guide|14-outdoor-fashion|14-fishing-tips|14-car-camping-trip,Y,검색수 임계값(1000) 미달
14,아웃도어,25822,경기도캠핑,경기도캠핑,110,430,540,높음,1,14-kangwon-camping|14-jeju-camping|14-winter-camping|14-summer-camping|14-tent-recommend,Y,검색수 임계값(1000) 미달
14,아웃도어,25823,남자여름등산복,남자여름등산복,130,410,540,높음,1,14-hiking-shoes|14-backpack-recommendation|14-hiking-stick|14-camping-chair|14-camping-table,Y,검색수 임계값(1000) 미달
14,아웃도어,25824,대천항낚시,대천항낚시,90,450,540,높음,1,14-fishing-gear|14-car-camping-essentials|14-outdoor-events|14-camping-tips|14-hiking-community,Y,검색수 임계값(1000) 미달
14,아웃도어,25825,등산신발,등산신발,90,450,540,높음,1,14-hiking-shoes|14-backpack-recommendation|14-hiking-stick|14-camping-chair|14-camping-table,Y,검색수 임계값(1000) 미달
14,아웃도어,25826,러버지그,러버지그,80,460,540,높음,1,14-fishing-spot-info|14-sea-fishing|14-spring-camping|14-autumn-camping|14-backpacking,Y,검색수 임계값(1000) 미달
14,아웃도어,25827,로드벨트,로드벨트,90,450,540,중간,1,14-fishing-gear|14-car-camping-essentials|14-outdoor-events|14-camping-tips|14-hiking-community,Y,검색수 임계값(1000) 미달
14,아웃도어,25828,맥스부탄,맥스부탄,150,390,540,높음,1,14-sleeping-bag-recommend|14-camping-burner|14-camping-lantern|14-gyeonggi-hiking|14-jeju-hiking,Y,검색수 임계값(1000) 미달
14,아웃도어,25829,사계절침낭,사계절침낭,80,460,540,중간,1,14-fishing-gear|14-car-camping-essentials|14-outdoor-events|14-camping-tips|14-hiking-community,Y,검색수 임계값(1000) 미달
14,아웃도어,25830,서울근교피크닉,서울근교피크닉,100,440,540,중간,1,14-trekking|14-water-play-camping|14-solo-camping|14-wild-camping|14-glamping,Y,검색수 임계값(1000) 미달
14,아웃도어,25831,스마트찌,스마트찌,90,450,540,높음,1,14-kid-camping|14-freshwater-fishing|14-climbing|14-cycling|14-kayak-sup,Y,검색수 임계값(1000) 미달
14,아웃도어,25832,어린이물놀이,어린이물놀이,70,470,540,높음,1,14-trekking|14-water-play-camping|14-solo-camping|14-wild-camping|14-glamping,Y,검색수 임계값(1000) 미달
14,아웃도어,25833,왕산캠핑장,왕산캠핑장,50,490,540,중간,1,14-kangwon-camping|14-jeju-camping|14-winter-camping|14-summer-camping|14-tent-recommend,Y,검색수 임계값(1000) 미달
14,아웃도어,25834,찌케이스,찌케이스,120,420,540,높음,1,14-fishing-gear|14-car-camping-essentials|14-outdoor-events|14-camping-tips|14-hiking-community,Y,검색수 임계값(1000) 미달
14,아웃도어,25835,카본스틱,카본스틱,80,460,540,중간,1,14-camping-cooking|14-hiking-health|14-outdoor-safety|14-camping-sites|14-hiking-gear,Y,검색수 임계값(1000) 미달
14,아웃도어,25836,캠핑용품판매점,캠핑용품판매점,50,490,540,높음,1,14-camping-gear|14-hiking-guide|14-outdoor-fashion|14-fishing-tips|14-car-camping-trip,Y,검색수 임계값(1000) 미달
14,아웃도어,25837,컬럼비아트레킹화,컬럼비아트레킹화,80,460,540,높음,1,14-hiking-shoes|14-backpack-recommendation|14-hiking-stick|14-camping-chair|14-camping-table,Y,검색수 임계값(1000) 미달
14,아웃도어,25838,텐트할인매장,텐트할인매장,60,480,540,높음,1,14-camping-gear|14-hiking-guide|14-outdoor-fashion|14-fishing-tips|14-car-camping-trip,Y,검색수 임계값(1000) 미달
15,홈·리빙,25839,벽걸이책장,벽걸이책장,130,410,540,높음,1,15-storage-furniture,Y,검색수 임계값(1000) 미달
15,홈·리빙,25840,인조조경,인조조경,190,350,540,높음,1,15-interior|15-laundry-care|15-minimal-life|15-moving-prep|15-organizing,Y,검색수 임계값(1000) 미달
15,홈·리빙,25841,인테리어평당가격,인테리어평당가격,120,420,540,높음,1,15-interior|15-laundry-care|15-minimal-life|15-moving-prep|15-organizing,Y,검색수 임계값(1000) 미달
15,홈·리빙,25842,입주도우미,입주도우미,100,440,540,높음,1,15-interior|15-laundry-care|15-minimal-life|15-moving-prep|15-organizing,Y,검색수 임계값(1000) 미달
15,홈·리빙,25843,자전거보관함,자전거보관함,130,410,540,높음,1,15-interior|15-laundry-care|15-minimal-life|15-moving-prep|15-organizing,Y,검색수 임계값(1000) 미달
16,육아,25844,단원평가,단원평가,170,370,540,높음,1,16-daycare-kindergarten|16-discipline-habits|16-elementary-learning|16-kids-content|16-kids-english,Y,검색수 임계값(1000) 미달
16,육아,25845,돌아기과자,돌아기과자,30,510,540,중간,1,10-baby-meal|10-baby-snack|16-baby-food|16-child-health|16-childcare-logistics,Y,검색수 임계값(1000) 미달
16,육아,25846,영어원서읽기,영어원서읽기,150,390,540,높음,1,16-daycare-kindergarten|16-discipline-habits|16-elementary-learning|16-kids-content|16-kids-english,Y,검색수 임계값(1000) 미달
16,육아,25847,초등학교1학년선물,초등학교1학년선물,70,470,540,높음,1,16-daycare-kindergarten|16-discipline-habits|16-elementary-learning|16-kids-content|16-kids-english,Y,검색수 임계값(1000) 미달
17,커리어,25848,블로그알바,블로그알바,170,370,540,높음,1,17-job-seeking|17-office-relationships|17-part-time-job|17-remote-work|17-resume-writing,Y,검색수 임계값(1000) 미달
17,커리어,25849,신용보증기금면접,신용보증기금면접,190,350,540,높음,1,17-career-pivot|17-civil-service|17-freelancer-life|17-interview-prep|17-job-change,Y,검색수 임계값(1000) 미달
17,커리어,25850,재택아르바이트,재택아르바이트,180,360,540,높음,1,17-job-seeking|17-office-relationships|17-part-time-job|17-remote-work|17-resume-writing,Y,검색수 임계값(1000) 미달
18,게임,25851,GAMES,GAMES,310,230,540,중간,1,18-mobile-games|18-pc-games|18-retro-games|18-steam-platform|extra,Y,검색수 임계값(1000) 미달
18,게임,25852,던파골드시세,던파골드시세,210,330,540,낮음,1,18-mobile-games|18-pc-games|18-retro-games|18-steam-platform|extra,Y,검색수 임계값(1000) 미달
18,게임,25853,마인크래프트서버추천,마인크래프트서버추천,390,150,540,낮음,1,extra|extra|extra|extra|extra,Y,검색수 임계값(1000) 미달
18,게임,25854,모바일게임PC로하는법,모바일게임PC로하는법,460,80,540,높음,1,18-mobile-games|18-pc-games|18-retro-games|18-steam-platform|extra,Y,검색수 임계값(1000) 미달
18,게임,25855,슬라임세트,슬라임세트,60,480,540,높음,1,07-game-review|05-esports|18-board-games|18-console-games|18-game-events,Y,검색수 임계값(1000) 미달
18,게임,25856,어르신인지활동,어르신인지활동,180,360,540,높음,1,07-game-review|05-esports|18-board-games|18-console-games|18-game-events,Y,검색수 임계값(1000) 미달
18,게임,25857,자석퍼즐,자석퍼즐,70,470,540,높음,1,07-game-review|05-esports|18-board-games|18-console-games|18-game-events,Y,검색수 임계값(1000) 미달
18,게임,25858,페이퍼토이,페이퍼토이,190,350,540,중간,1,07-game-review|05-esports|18-board-games|18-console-games|18-game-events,Y,검색수 임계값(1000) 미달
01,엔터·미디어,25859,교회악보,교회악보,120,410,530,낮음,1,01-drama|01-variety-show|01-celebrity|01-music|01-movie,Y,검색수 임계값(1000) 미달
01,엔터·미디어,25860,남자프로필사진,남자프로필사진,170,360,530,높음,1,01-drama|01-variety-show|01-celebrity|01-music|01-movie,Y,검색수 임계값(1000) 미달
01,엔터·미디어,25861,비만치료,비만치료,110,420,530,높음,1,01-celeb-diet|01-celeb-wedding|01-mc,Y,검색수 임계값(1000) 미달
01,엔터·미디어,25862,식단관리,식단관리,180,350,530,높음,1,01-celeb-diet|01-celeb-wedding|01-mc,Y,검색수 임계값(1000) 미달
01,엔터·미디어,25863,아일릿굿즈,아일릿굿즈,70,460,530,높음,1,01-actor-filmography|01-kpop-merchandise|01-kpop-fansign|01-netflix-drama|01-ost,Y,검색수 임계값(1000) 미달
01,엔터·미디어,25864,옷디자인,옷디자인,100,430,530,높음,1,01-actor-filmography|01-kpop-merchandise|01-kpop-fansign|01-netflix-drama|01-ost,Y,검색수 임계값(1000) 미달
01,엔터·미디어,25865,유튜브편집자구인,유튜브편집자구인,160,370,530,높음,1,01-style|01-interview|01-broadcast|01-fandom|01-event,Y,검색수 임계값(1000) 미달
01,엔터·미디어,25866,최신애니,최신애니,60,470,530,높음,1,01-drama|01-variety-show|01-celebrity|01-music|01-movie,Y,검색수 임계값(1000) 미달
02,금융·재테크,25867,SK배당금,SK배당금,80,450,530,중간,1,02-etf-investment|02-dividend-stocks|02-tax-saving-methods|02-retirement-savings|02-irp-account,Y,검색수 임계값(1000) 미달
02,금융·재테크,25868,기대출과다자추가대출,기대출과다자추가대출,130,400,530,높음,1,02-real-estate-subscription|02-lease-vs-rent|02-loan-interest-rate|02-credit-score|02-credit-card-benefits,Y,검색수 임계값(1000) 미달
02,금융·재테크,25869,기업분석사이트,기업분석사이트,290,240,530,높음,1,02-global-economy|02-tax-info|02-financial-planning|02-economic-knowledge|02-retech-strategy,Y,검색수 임계값(1000) 미달
02,금융·재테크,25870,모바일소액대출,모바일소액대출,130,400,530,높음,1,02-real-estate-subscription|02-lease-vs-rent|02-loan-interest-rate|02-credit-score|02-credit-card-benefits,Y,검색수 임계값(1000) 미달
02,금융·재테크,25871,미국주식배당주,미국주식배당주,100,430,530,높음,1,02-deposit-interest-rate|02-consumption-habits|02-household-book-keeping|02-us-stocks|02-kr-stocks,Y,검색수 임계값(1000) 미달
02,금융·재테크,25872,배당투자,배당투자,150,380,530,높음,1,02-etf-investment|02-dividend-stocks|02-tax-saving-methods|02-retirement-savings|02-irp-account,Y,검색수 임계값(1000) 미달
02,금융·재테크,25873,보험부담보,보험부담보,100,430,530,높음,1,02-global-economy|02-tax-info|02-financial-planning|02-economic-knowledge|02-retech-strategy,Y,검색수 임계값(1000) 미달
02,금융·재테크,25874,세무학과,세무학과,100,430,530,높음,1,02-global-economy|02-tax-info|02-financial-planning|02-economic-knowledge|02-retech-strategy,Y,검색수 임계값(1000) 미달
02,금융·재테크,25875,소상공인지원에어컨,소상공인지원에어컨,110,420,530,높음,1,02-inheritance-donation|02-unemployment-benefits|02-youth-jump-account|02-gov-support-money|02-small-business-support,Y,검색수 임계값(1000) 미달
02,금융·재테크,25876,실업급여단기알바,실업급여단기알바,110,420,530,높음,1,02-inheritance-donation|02-unemployment-benefits|02-youth-jump-account|02-gov-support-money|02-small-business-support,Y,검색수 임계값(1000) 미달
02,금융·재테크,25877,알뜰폰데이터충전,알뜰폰데이터충전,40,490,530,높음,1,02-budget-friendly-phone|02-communication-cost-saving|02-living-cost-saving|02-exchange-rate-info|02-cryptocurrency-intro,Y,검색수 임계값(1000) 미달
02,금융·재테크,25878,알뜰폰인터넷,알뜰폰인터넷,140,390,530,높음,1,02-budget-friendly-phone|02-communication-cost-saving|02-living-cost-saving|02-exchange-rate-info|02-cryptocurrency-intro,Y,검색수 임계값(1000) 미달
02,금융·재테크,25879,재물조사,재물조사,230,300,530,높음,1,02-financial-planning-methods|02-investment-products|02-asset-management|02-financial-news|02-economic-indicators,Y,검색수 임계값(1000) 미달
02,금융·재테크,25880,저신용자신용카드,저신용자신용카드,50,480,530,높음,1,02-real-estate-subscription|02-lease-vs-rent|02-loan-interest-rate|02-credit-score|02-credit-card-benefits,Y,검색수 임계값(1000) 미달
02,금융·재테크,25881,제조혁신바우처,제조혁신바우처,450,80,530,높음,1,02-inheritance-donation|02-unemployment-benefits|02-youth-jump-account|02-gov-support-money|02-small-business-support,Y,검색수 임계값(1000) 미달
02,금융·재테크,25882,주식트레이딩,주식트레이딩,160,370,530,높음,1,02-stock-investment|02-real-estate-market|02-interest-rate-info|02-inflation|02-economic-policy,Y,검색수 임계값(1000) 미달
02,금융·재테크,25883,중기부정책자금,중기부정책자금,160,370,530,높음,1,02-inheritance-donation|02-unemployment-benefits|02-youth-jump-account|02-gov-support-money|02-small-business-support,Y,검색수 임계값(1000) 미달
02,금융·재테크,25884,중소기업소상공인,중소기업소상공인,120,410,530,높음,1,02-global-economy|02-tax-info|02-financial-planning|02-economic-knowledge|02-retech-strategy,Y,검색수 임계값(1000) 미달
02,금융·재테크,25885,타이핑부업,타이핑부업,110,420,530,높음,1,02-stock-investment|02-real-estate-market|02-interest-rate-info|02-inflation|02-economic-policy,Y,검색수 임계값(1000) 미달
02,금융·재테크,25886,해외주식계좌추천,해외주식계좌추천,100,430,530,높음,1,02-deposit-interest-rate|02-consumption-habits|02-household-book-keeping|02-us-stocks|02-kr-stocks,Y,검색수 임계값(1000) 미달
03,건강·다이어트,25887,공복혈당200,공복혈당200,120,410,530,높음,1,03-stretching|03-protein-diet|03-intermittent-fasting|03-low-sodium-diet|03-blood-sugar-management,Y,검색수 임계값(1000) 미달
03,건강·다이어트,25888,깊은수면,깊은수면,70,460,530,높음,1,03-diet-meal-plan|03-exercise-routine|03-supplement-guide|03-disease-prevention|03-sleep-health,Y,검색수 임계값(1000) 미달
03,건강·다이어트,25889,수면유도,수면유도,130,400,530,중간,1,03-diet-meal-plan|03-exercise-routine|03-supplement-guide|03-disease-prevention|03-sleep-health,Y,검색수 임계값(1000) 미달
03,건강·다이어트,25890,슬렌더톤,슬렌더톤,110,420,530,중간,1,03-health-information|03-lifestyle-habits|03-home-training|03-yoga-beginner|03-pilates,Y,검색수 임계값(1000) 미달
03,건강·다이어트,25891,식물성오메가,식물성오메가,250,280,530,높음,1,03-cholesterol-management|03-back-joint-health|03-eye-health|03-health-checkup|03-immunity-care,Y,검색수 임계값(1000) 미달
03,건강·다이어트,25892,안토시아닌영양제,안토시아닌영양제,100,430,530,중간,1,03-cholesterol-management|03-back-joint-health|03-eye-health|03-health-checkup|03-immunity-care,Y,검색수 임계값(1000) 미달
03,건강·다이어트,25893,자연원오클렌즈,자연원오클렌즈,50,480,530,높음,1,03-diet-meal-plan|03-exercise-routine|03-supplement-guide|03-disease-prevention|03-sleep-health,Y,검색수 임계값(1000) 미달
04,패션,25894,광진구미용실,광진구미용실,70,460,530,높음,1,04-accessories|04-fashion-trends|04-shopping-guide|04-styling|04-fashion-items,Y,검색수 임계값(1000) 미달
04,패션,25895,남성백,남성백,80,450,530,중간,1,04-womens-fashion|04-mens-fashion|04-kids-fashion|04-handbags|04-shoes,Y,검색수 임계값(1000) 미달
04,패션,25896,런던놀이,런던놀이,80,450,530,중간,1,04-womens-fashion|04-mens-fashion|04-kids-fashion|04-handbags|04-shoes,Y,검색수 임계값(1000) 미달
04,패션,25897,미시옷쇼핑몰,미시옷쇼핑몰,100,430,530,높음,1,04-womens-fashion|04-mens-fashion|04-kids-fashion|04-handbags|04-shoes,Y,검색수 임계값(1000) 미달
04,패션,25898,아노락골프웨어,아노락골프웨어,60,470,530,중간,1,04-daily-outfit|04-interview-outfit|04-denim-coordination|04-athleisure|04-golf-wear,Y,검색수 임계값(1000) 미달
04,패션,25899,엄마신발,엄마신발,90,440,530,높음,1,04-womens-fashion|04-mens-fashion|04-kids-fashion|04-handbags|04-shoes,Y,검색수 임계값(1000) 미달
04,패션,25900,여름옷추천,여름옷추천,70,460,530,높음,1,04-summer-outfit|04-autumn-outfit|04-winter-outfit|04-transitional-season-outfit|04-office-wear,Y,검색수 임계값(1000) 미달
04,패션,25901,여성골프웨어상의,여성골프웨어상의,60,470,530,높음,1,04-daily-outfit|04-interview-outfit|04-denim-coordination|04-athleisure|04-golf-wear,Y,검색수 임계값(1000) 미달
04,패션,25902,여자99사이즈,여자99사이즈,60,470,530,높음,1,04-date-night-outfit|04-casual-outfit|04-street-fashion|04-vintage-fashion|04-plus-size-fashion,Y,검색수 임계값(1000) 미달
04,패션,25903,여자골프가방,여자골프가방,70,460,530,높음,1,04-daily-outfit|04-interview-outfit|04-denim-coordination|04-athleisure|04-golf-wear,Y,검색수 임계값(1000) 미달
04,패션,25904,옷잘입는법,옷잘입는법,70,460,530,높음,1,04-accessories|04-fashion-trends|04-shopping-guide|04-styling|04-fashion-items,Y,검색수 임계값(1000) 미달
04,패션,25905,임산부홈웨어,임산부홈웨어,50,480,530,높음,1,04-guest-look|04-jewelry-watch|04-luxury-resell|04-maternity-wear,Y,검색수 임계값(1000) 미달
04,패션,25906,크롬하츠펜던트,크롬하츠펜던트,60,470,530,높음,1,04-accessories|04-fashion-trends|04-shopping-guide|04-styling|04-fashion-items,Y,검색수 임계값(1000) 미달
04,패션,25907,통통한여자,통통한여자,40,490,530,높음,1,04-summer-outfit|04-autumn-outfit|04-winter-outfit|04-transitional-season-outfit|04-office-wear,Y,검색수 임계값(1000) 미달
04,패션,25908,패션피플,패션피플,140,390,530,중간,1,04-accessories|04-fashion-trends|04-shopping-guide|04-styling|04-fashion-items,Y,검색수 임계값(1000) 미달
05,스포츠,25909,남자런닝복세트,남자런닝복세트,100,430,530,중간,1,05-golf-tournament|05-olympics|05-marathon|05-football-tactics|05-baseball-tactics,Y,검색수 임계값(1000) 미달
05,스포츠,25910,남자테니스복,남자테니스복,110,420,530,높음,1,05-table-tennis|05-tennis|05-winter-sports,Y,검색수 임계값(1000) 미달
05,스포츠,25911,야구티켓구매,야구티켓구매,110,420,530,낮음,1,05-sports-news|05-soccer-analysis|05-baseball-info|05-international-sports|05-player-profile,Y,검색수 임계값(1000) 미달
05,스포츠,25912,여름러닝복장,여름러닝복장,120,410,530,높음,1,05-golf-tournament|05-olympics|05-marathon|05-football-tactics|05-baseball-tactics,Y,검색수 임계값(1000) 미달
05,스포츠,25913,월드컵슬리퍼,월드컵슬리퍼,110,420,530,높음,1,05-world-cup|05-k-league|05-kbo-league|05-mlb-info|05-nba-info,Y,검색수 임계값(1000) 미달
05,스포츠,25914,탁구반바지,탁구반바지,110,420,530,높음,1,05-table-tennis|05-tennis|05-winter-sports,Y,검색수 임계값(1000) 미달
05,스포츠,25915,탁구채종류,탁구채종류,80,450,530,높음,1,05-table-tennis|05-tennis|05-winter-sports,Y,검색수 임계값(1000) 미달
05,스포츠,25916,테니스연습,테니스연습,80,450,530,높음,1,05-table-tennis|05-tennis|05-winter-sports,Y,검색수 임계값(1000) 미달
06,자동차,25917,1종면허,1종면허,100,430,530,높음,1,06-car-odor-removal|06-camping-car|06-car-accident-response|06-car-tuning|06-drivers-license,Y,검색수 임계값(1000) 미달
06,자동차,25918,2종보통에서1종보통,2종보통에서1종보통,70,460,530,높음,1,06-suv-guide|06-lightweight-car-guide|06-import-car-guide|06-hybrid-car|06-beginner-driving,Y,검색수 임계값(1000) 미달
06,자동차,25919,2종수동,2종수동,80,450,530,높음,1,06-car-odor-removal|06-camping-car|06-car-accident-response|06-car-tuning|06-drivers-license,Y,검색수 임계값(1000) 미달
06,자동차,25920,5W20,5W20,150,380,530,높음,1,06-long-distance-driving|06-winter-driving|06-ev-charging|06-tire-maintenance|06-oil-change,Y,검색수 임계값(1000) 미달
06,자동차,25921,BMW순정블랙박스,BMW순정블랙박스,80,450,530,높음,1,06-car-dashcam|06-car-navigation|06-car-wash|06-parking-tips|06-fuel-efficiency,Y,검색수 임계값(1000) 미달
06,자동차,25922,GV80크롬죽이기,GV80크롬죽이기,90,440,530,높음,1,06-car-odor-removal|06-camping-car|06-car-accident-response|06-car-tuning|06-drivers-license,Y,검색수 임계값(1000) 미달
06,자동차,25923,IMK,IMK,330,200,530,중간,1,06-long-distance-driving|06-winter-driving|06-ev-charging|06-tire-maintenance|06-oil-change,Y,검색수 임계값(1000) 미달
06,자동차,25924,SYM오토바이,SYM오토바이,90,440,530,높음,1,06-motorcycle,Y,검색수 임계값(1000) 미달
06,자동차,25925,뉴투싼IX,뉴투싼IX,90,440,530,높음,1,06-new-car-review|06-used-car-buying|06-ev-guide|06-car-maintenance|06-car-insurance,Y,검색수 임계값(1000) 미달
06,자동차,25926,모타드,모타드,60,470,530,높음,1,06-motorcycle,Y,검색수 임계값(1000) 미달
06,자동차,25927,법인차량비용처리,법인차량비용처리,170,360,530,높음,1,06-vehicle-management|06-driving-tips|06-car-comparison|06-car-news|06-car-accessories,Y,검색수 임계값(1000) 미달
06,자동차,25928,신차구매할부,신차구매할부,110,420,530,높음,1,06-vehicle-safety|06-car-taxes|06-car-financing|06-car-travel|06-car-inspection,Y,검색수 임계값(1000) 미달
06,자동차,25929,신형아반떼가격,신형아반떼가격,30,500,530,높음,1,06-suv-guide|06-lightweight-car-guide|06-import-car-guide|06-hybrid-car|06-beginner-driving,Y,검색수 임계값(1000) 미달
06,자동차,25930,썬팅재시공,썬팅재시공,120,410,530,높음,1,06-vehicle-management|06-driving-tips|06-car-comparison|06-car-news|06-car-accessories,Y,검색수 임계값(1000) 미달
06,자동차,25931,아이나비QXD3000,아이나비QXD3000,110,420,530,높음,1,06-car-dashcam|06-car-navigation|06-car-wash|06-parking-tips|06-fuel-efficiency,Y,검색수 임계값(1000) 미달
06,자동차,25932,에코파워캡,에코파워캡,100,430,530,중간,1,06-car-dashcam|06-car-navigation|06-car-wash|06-parking-tips|06-fuel-efficiency,Y,검색수 임계값(1000) 미달
06,자동차,25933,오토바이중고거래,오토바이중고거래,130,400,530,높음,1,06-motorcycle,Y,검색수 임계값(1000) 미달
06,자동차,25934,운전면허자격증,운전면허자격증,290,240,530,높음,1,06-car-odor-removal|06-camping-car|06-car-accident-response|06-car-tuning|06-drivers-license,Y,검색수 임계값(1000) 미달
06,자동차,25935,운전면허취득과정,운전면허취득과정,90,440,530,높음,1,06-car-odor-removal|06-camping-car|06-car-accident-response|06-car-tuning|06-drivers-license,Y,검색수 임계값(1000) 미달
06,자동차,25936,자동차발수코팅제,자동차발수코팅제,120,410,530,중간,1,06-vehicle-management|06-driving-tips|06-car-comparison|06-car-news|06-car-accessories,Y,검색수 임계값(1000) 미달
06,자동차,25937,전기차충전앱,전기차충전앱,100,430,530,중간,1,06-long-distance-driving|06-winter-driving|06-ev-charging|06-tire-maintenance|06-oil-change,Y,검색수 임계값(1000) 미달
06,자동차,25938,중고차장기랜트,중고차장기랜트,80,450,530,높음,1,06-new-car-review|06-used-car-buying|06-ev-guide|06-car-maintenance|06-car-insurance,Y,검색수 임계값(1000) 미달
06,자동차,25939,차량GPS,차량GPS,200,330,530,높음,1,06-vehicle-management|06-driving-tips|06-car-comparison|06-car-news|06-car-accessories,Y,검색수 임계값(1000) 미달
06,자동차,25940,차량수리,차량수리,120,410,530,높음,1,06-new-car-review|06-used-car-buying|06-ev-guide|06-car-maintenance|06-car-insurance,Y,검색수 임계값(1000) 미달
06,자동차,25941,합성유,합성유,110,420,530,높음,1,06-long-distance-driving|06-winter-driving|06-ev-charging|06-tire-maintenance|06-oil-change,Y,검색수 임계값(1000) 미달
06,자동차,25942,활동형휠체어,활동형휠체어,110,420,530,중간,1,06-motorcycle,Y,검색수 임계값(1000) 미달
07,IT·테크,25943,27MR400,27MR400,310,220,530,높음,1,07-laptop-review|07-earphone-review|07-monitor-recommend|07-router-recommend|07-keyboard-recommend,Y,검색수 임계값(1000) 미달
07,IT·테크,25944,LG듀얼업모니터,LG듀얼업모니터,220,310,530,중간,1,07-laptop-review|07-earphone-review|07-monitor-recommend|07-router-recommend|07-keyboard-recommend,Y,검색수 임계값(1000) 미달
07,IT·테크,25945,김프봇,김프봇,120,410,530,중간,1,07-digital-trend|07-it-news|07-iot|07-blockchain|07-software-review,Y,검색수 임계값(1000) 미달
07,IT·테크,25946,더블모니터,더블모니터,300,230,530,중간,1,07-laptop-review|07-earphone-review|07-monitor-recommend|07-router-recommend|07-keyboard-recommend,Y,검색수 임계값(1000) 미달
07,IT·테크,25947,마이크스피커,마이크스피커,170,360,530,중간,1,07-mouse-recommend|07-ssd-recommend|07-smartwatch|07-portable-battery|07-bluetooth-speaker,Y,검색수 임계값(1000) 미달
07,IT·테크,25948,서라운드스피커,서라운드스피커,110,420,530,높음,1,07-mouse-recommend|07-ssd-recommend|07-smartwatch|07-portable-battery|07-bluetooth-speaker,Y,검색수 임계값(1000) 미달
07,IT·테크,25949,오디오앰프,오디오앰프,220,310,530,높음,1,07-mouse-recommend|07-ssd-recommend|07-smartwatch|07-portable-battery|07-bluetooth-speaker,Y,검색수 임계값(1000) 미달
07,IT·테크,25950,운동워치,운동워치,100,430,530,높음,1,07-mouse-recommend|07-ssd-recommend|07-smartwatch|07-portable-battery|07-bluetooth-speaker,Y,검색수 임계값(1000) 미달
07,IT·테크,25951,인테리어시뮬레이션,인테리어시뮬레이션,240,290,530,높음,1,07-digital-trend|07-it-news|07-iot|07-blockchain|07-software-review,Y,검색수 임계값(1000) 미달
07,IT·테크,25952,젯슨나노,젯슨나노,250,280,530,중간,1,07-digital-trend|07-it-news|07-iot|07-blockchain|07-software-review,Y,검색수 임계값(1000) 미달
07,IT·테크,25953,캠핑스피커,캠핑스피커,90,440,530,높음,1,07-mouse-recommend|07-ssd-recommend|07-smartwatch|07-portable-battery|07-bluetooth-speaker,Y,검색수 임계값(1000) 미달
07,IT·테크,25954,클라우드저장소,클라우드저장소,140,390,530,높음,1,07-printer-review|07-nas-review|07-ai-utilization|07-chatgpt-tips|07-data-backup,Y,검색수 임계값(1000) 미달
07,IT·테크,25955,키즈스마트워치폰,키즈스마트워치폰,40,490,530,높음,1,07-mouse-recommend|07-ssd-recommend|07-smartwatch|07-portable-battery|07-bluetooth-speaker,Y,검색수 임계값(1000) 미달
08,뷰티,25956,남자클렌징폼,남자클렌징폼,100,430,530,높음,1,08-body-care|08-exfoliation|08-sunscreen|08-cleansing|08-face-mask-recommendation,Y,검색수 임계값(1000) 미달
08,뷰티,25957,네일도구,네일도구,70,460,530,높음,1,08-acne-care|08-pore-care|08-wrinkle-care|08-mens-beauty|08-nail-care,Y,검색수 임계값(1000) 미달
08,뷰티,25958,네일드릴비트,네일드릴비트,50,480,530,높음,1,08-acne-care|08-pore-care|08-wrinkle-care|08-mens-beauty|08-nail-care,Y,검색수 임계값(1000) 미달
08,뷰티,25959,노원네일샵,노원네일샵,40,490,530,중간,1,08-summer-skincare-tips|08-winter-skincare-tips|08-beauty-device|08-hair-removal|08-nail-art,Y,검색수 임계값(1000) 미달
08,뷰티,25960,등드름바디미스트,등드름바디미스트,100,430,530,중간,1,08-skin-whitening-care|08-skin-elasticity-care|08-skin-dryness-care|08-sensitive-skin-care|08-oily-skin-care,Y,검색수 임계값(1000) 미달
08,뷰티,25961,등드름필링,등드름필링,60,470,530,높음,1,08-acne-care|08-pore-care|08-wrinkle-care|08-mens-beauty|08-nail-care,Y,검색수 임계값(1000) 미달
08,뷰티,25962,멘넨스킨브레이서,멘넨스킨브레이서,100,430,530,중간,1,08-acne-care|08-pore-care|08-wrinkle-care|08-mens-beauty|08-nail-care,Y,검색수 임계값(1000) 미달
08,뷰티,25963,바디선스틱,바디선스틱,90,440,530,높음,1,08-body-care|08-exfoliation|08-sunscreen|08-cleansing|08-face-mask-recommendation,Y,검색수 임계값(1000) 미달
08,뷰티,25964,세로모공,세로모공,120,410,530,높음,1,08-acne-care|08-pore-care|08-wrinkle-care|08-mens-beauty|08-nail-care,Y,검색수 임계값(1000) 미달
