l3_id,l2_id,l1_code,l3_slug,focus_keyword,title_ko,topic_angle,seo_format
42-baby-items-prenatal-조부모-출산용품-01,42-baby-items-prenatal,42,school-hospital-01,조부모 출산용품,조부모 출산용품 | 핵심 총정리,institution,pipe
42-baby-items-prenatal-어린이집-출산용품-02,42-baby-items-prenatal,42,prep-02,어린이집 출산용품,어린이집 출산용품 | 최신 정리,prep,pipe
42-baby-items-prenatal-다둥이-출산용품-03,42-baby-items-prenatal,42,school-hospital-03,다둥이 출산용품,"다둥이 출산용품, 알아두면 충분할까?",institution,ask
42-baby-items-prenatal-쌍둥이-출산용품-04,42-baby-items-prenatal,42,pet-safety-04,쌍둥이 출산용품,"쌍둥이 출산용품, 핵심 총정리",safety,summary
42-baby-items-prenatal-수면교육-출산용품-05,42-baby-items-prenatal,42,first-time-05,수면교육 출산용품,수면교육 출산용품 | 최신 정리,first,pipe
42-baby-items-prenatal-수능-출산용품-06,42-baby-items-prenatal,42,cost-plan-06,수능 출산용품,"수능 출산용품, 핵심 총정리",budget,summary
42-baby-items-prenatal-초등-출산용품-07,42-baby-items-prenatal,42,grandparent-07,초등 출산용품,초등 출산용품 | 완벽 가이드,extended,pipe
42-baby-items-prenatal-한부모-출산용품-08,42-baby-items-prenatal,42,school-hospital-08,한부모 출산용품,"한부모 출산용품, 알아두면 충분할까?",institution,ask
42-baby-items-prenatal-학원-출산용품-09,42-baby-items-prenatal,42,school-hospital-09,학원 출산용품,학원 출산용품 | 꿀팁 모음,institution,pipe
42-baby-items-prenatal-신생아-출산용품-10,42-baby-items-prenatal,42,by-age-10,신생아 출산용품,"신생아 출산용품, 꿀팁 모음",age,summary
42-baby-items-prenatal-워킹맘-출산용품-11,42-baby-items-prenatal,42,prep-11,워킹맘 출산용품,워킹맘 출산용품 | 꿀팁 모음,prep,pipe
42-baby-items-prenatal-아기띠-출산용품-12,42-baby-items-prenatal,42,by-age-12,아기띠 출산용품,"아기띠 출산용품 vs 전문가 도움, 어떤 것이 더 좋을까",age,vs
42-baby-items-prenatal-반려견-출산용품-13,42-baby-items-prenatal,42,first-time-13,반려견 출산용품,"반려견 출산용품 vs 전문가 도움, 어떤 것이 더 좋을까",first,vs
42-baby-items-prenatal-중등-출산용품-14,42-baby-items-prenatal,42,pet-safety-14,중등 출산용품,중등 출산용품 | 꿀팁 모음,safety,pipe
42-baby-items-prenatal-입양-출산용품-15,42-baby-items-prenatal,42,grandparent-15,입양 출산용품,"입양 출산용품 vs 온라인 강의, 어떤 것이 더 좋을까",extended,vs
42-baby-items-prenatal-방학-출산용품-16,42-baby-items-prenatal,42,prep-16,방학 출산용품,"방학 출산용품 vs 온라인 강의, 어떤 것이 더 좋을까",prep,vs
42-baby-items-prenatal-돌-전-출산용품-17,42-baby-items-prenatal,42,twin-17,돌 전 출산용품,"돌 전 출산용품, 얼마나 걸릴까?",family,ask
42-baby-items-prenatal-워킹대디-출산용품-18,42-baby-items-prenatal,42,burnout-parent-18,워킹대디 출산용품,"워킹대디 출산용품, 초보자도 가능할까?",burnout,ask
42-nutrition-pregnant-수능-임신-영양-01,42-nutrition-pregnant,42,prep-01,수능 임신 영양,"수능 임신 영양, 얼마나 걸릴까?",prep,ask
42-nutrition-pregnant-초등-임신-영양-02,42-nutrition-pregnant,42,pet-safety-02,초등 임신 영양,"초등 임신 영양 vs 전문가 도움, 어떤 것이 더 좋을까",safety,vs
42-nutrition-pregnant-한부모-임신-영양-03,42-nutrition-pregnant,42,prep-03,한부모 임신 영양,한부모 임신 영양 | 핵심 총정리,prep,pipe
42-nutrition-pregnant-학원-임신-영양-04,42-nutrition-pregnant,42,grandparent-04,학원 임신 영양,"학원 임신 영양 vs 전문가 도움, 어떤 것이 더 좋을까",extended,vs
42-nutrition-pregnant-신생아-임신-영양-05,42-nutrition-pregnant,42,pet-safety-05,신생아 임신 영양,"신생아 임신 영양 vs 전문가 도움, 어떤 것이 더 좋을까",safety,vs
42-nutrition-pregnant-워킹맘-임신-영양-06,42-nutrition-pregnant,42,twin-06,워킹맘 임신 영양,워킹맘 임신 영양 | 완벽 가이드,family,pipe
42-nutrition-pregnant-아기띠-임신-영양-07,42-nutrition-pregnant,42,school-hospital-07,아기띠 임신 영양,"아기띠 임신 영양, 핵심 총정리",institution,summary
42-nutrition-pregnant-반려견-임신-영양-08,42-nutrition-pregnant,42,burnout-parent-08,반려견 임신 영양,반려견 임신 영양 | 꿀팁 모음,burnout,pipe
42-nutrition-pregnant-중등-임신-영양-09,42-nutrition-pregnant,42,twin-09,중등 임신 영양,"중등 임신 영양, 알아두면 충분할까?",family,ask
42-nutrition-pregnant-입양-임신-영양-10,42-nutrition-pregnant,42,grandparent-10,입양 임신 영양,입양 임신 영양 | 최신 정리,extended,pipe
42-nutrition-pregnant-방학-임신-영양-11,42-nutrition-pregnant,42,first-time-11,방학 임신 영양,방학 임신 영양 | 최신 정리,first,pipe
42-nutrition-pregnant-돌-전-임신-영양-12,42-nutrition-pregnant,42,first-time-12,돌 전 임신 영양,돌 전 임신 영양 | 꿀팁 모음,first,pipe
42-nutrition-pregnant-워킹대디-임신-영양-13,42-nutrition-pregnant,42,twin-13,워킹대디 임신 영양,워킹대디 임신 영양 | 완벽 가이드,family,pipe
42-nutrition-pregnant-유모차-임신-영양-14,42-nutrition-pregnant,42,by-age-14,유모차 임신 영양,"유모차 임신 영양, 알아두면 충분할까?",age,ask
42-nutrition-pregnant-반려묘-임신-영양-15,42-nutrition-pregnant,42,pet-safety-15,반려묘 임신 영양,"반려묘 임신 영양, 얼마나 걸릴까?",safety,ask
42-nutrition-pregnant-고등-임신-영양-16,42-nutrition-pregnant,42,twin-16,고등 임신 영양,"고등 임신 영양, 얼마나 걸릴까?",family,ask
42-nutrition-pregnant-이유식-임신-영양-17,42-nutrition-pregnant,42,couple-parent-17,이유식 임신 영양,"이유식 임신 영양, 최신 정리",couple,summary
42-nutrition-pregnant-입학-임신-영양-18,42-nutrition-pregnant,42,couple-parent-18,입학 임신 영양,"입학 임신 영양, 초보자도 가능할까?",couple,ask
42-dad-partner-중등-예비-아빠파트너-01,42-dad-partner,42,couple-parent-01,중등 예비 아빠·파트너,"중등 예비 아빠·파트너, 얼마나 걸릴까?",couple,ask
42-dad-partner-입양-예비-아빠파트너-02,42-dad-partner,42,twin-02,입양 예비 아빠·파트너,입양 예비 아빠·파트너 | 완벽 가이드,family,pipe
42-dad-partner-방학-예비-아빠파트너-03,42-dad-partner,42,burnout-parent-03,방학 예비 아빠·파트너,"방학 예비 아빠·파트너, 꿀팁 모음",burnout,summary
42-dad-partner-돌-전-예비-아빠파트너-04,42-dad-partner,42,first-time-04,돌 전 예비 아빠·파트너,"돌 전 예비 아빠·파트너, 꿀팁 모음",first,summary
42-dad-partner-워킹대디-예비-아빠파트너-05,42-dad-partner,42,school-hospital-05,워킹대디 예비 아빠·파트너,워킹대디 예비 아빠·파트너 | 핵심 총정리,institution,pipe
42-dad-partner-유모차-예비-아빠파트너-06,42-dad-partner,42,pet-safety-06,유모차 예비 아빠·파트너,"유모차 예비 아빠·파트너 vs 전문가 도움, 어떤 것이 더 좋을까",safety,vs
42-dad-partner-반려묘-예비-아빠파트너-07,42-dad-partner,42,grandparent-07,반려묘 예비 아빠·파트너,반려묘 예비 아빠·파트너 | 꿀팁 모음,extended,pipe
42-dad-partner-고등-예비-아빠파트너-08,42-dad-partner,42,pet-safety-08,고등 예비 아빠·파트너,"고등 예비 아빠·파트너, 꿀팁 모음",safety,summary
42-dad-partner-이유식-예비-아빠파트너-09,42-dad-partner,42,prep-09,이유식 예비 아빠·파트너,이유식 예비 아빠·파트너 | 완벽 가이드,prep,pipe
42-dad-partner-입학-예비-아빠파트너-10,42-dad-partner,42,pet-safety-10,입학 예비 아빠·파트너,"입학 예비 아빠·파트너, 핵심 총정리",safety,summary
42-dad-partner-만-2세-예비-아빠파트너-11,42-dad-partner,42,pet-safety-11,만 2세 예비 아빠·파트너,만 2세 예비 아빠·파트너 | 최신 정리,safety,pipe
42-dad-partner-조부모-예비-아빠파트너-12,42-dad-partner,42,by-age-12,조부모 예비 아빠·파트너,"조부모 예비 아빠·파트너 vs 전문가 도움, 어떤 것이 더 좋을까",age,vs
42-dad-partner-어린이집-예비-아빠파트너-13,42-dad-partner,42,grandparent-13,어린이집 예비 아빠·파트너,"어린이집 예비 아빠·파트너, 초보자도 가능할까?",extended,ask
42-dad-partner-다둥이-예비-아빠파트너-14,42-dad-partner,42,prep-14,다둥이 예비 아빠·파트너,다둥이 예비 아빠·파트너 | 핵심 총정리,prep,pipe
42-dad-partner-쌍둥이-예비-아빠파트너-15,42-dad-partner,42,prep-15,쌍둥이 예비 아빠·파트너,"쌍둥이 예비 아빠·파트너, 알아두면 충분할까?",prep,ask
42-dad-partner-수면교육-예비-아빠파트너-16,42-dad-partner,42,couple-parent-16,수면교육 예비 아빠·파트너,수면교육 예비 아빠·파트너 | 꿀팁 모음,couple,pipe
42-dad-partner-수능-예비-아빠파트너-17,42-dad-partner,42,grandparent-17,수능 예비 아빠·파트너,"수능 예비 아빠·파트너 vs 온라인 강의, 어떤 것이 더 좋을까",extended,vs
42-dad-partner-초등-예비-아빠파트너-18,42-dad-partner,42,by-age-18,초등 예비 아빠·파트너,"초등 예비 아빠·파트너 vs 온라인 강의, 어떤 것이 더 좋을까",age,vs
43-newborn-초등-신생아0세-01,43-newborn,43,school-hospital-01,초등 신생아·0세,초등 신생아·0세 | 꿀팁 모음,institution,pipe
43-newborn-한부모-신생아0세-02,43-newborn,43,first-time-02,한부모 신생아·0세,한부모 신생아·0세 | 최신 정리,first,pipe
43-newborn-학원-신생아0세-03,43-newborn,43,school-hospital-03,학원 신생아·0세,"학원 신생아·0세, 초보자도 가능할까?",institution,ask
43-newborn-신생아-신생아0세-04,43-newborn,43,grandparent-04,신생아 신생아·0세,"신생아 신생아·0세, 얼마나 걸릴까?",extended,ask
43-newborn-워킹맘-신생아0세-05,43-newborn,43,prep-05,워킹맘 신생아·0세,"워킹맘 신생아·0세, 얼마나 걸릴까?",prep,ask
43-newborn-아기띠-신생아0세-06,43-newborn,43,grandparent-06,아기띠 신생아·0세,"아기띠 신생아·0세, 핵심 총정리",extended,summary
43-newborn-반려견-신생아0세-07,43-newborn,43,grandparent-07,반려견 신생아·0세,"반려견 신생아·0세, 초보자도 가능할까?",extended,ask
43-newborn-중등-신생아0세-08,43-newborn,43,burnout-parent-08,중등 신생아·0세,"중등 신생아·0세 vs 전문가 도움, 어떤 것이 더 좋을까",burnout,vs
43-newborn-입양-신생아0세-09,43-newborn,43,grandparent-09,입양 신생아·0세,"입양 신생아·0세 vs 전문가 도움, 어떤 것이 더 좋을까",extended,vs
43-newborn-방학-신생아0세-10,43-newborn,43,burnout-parent-10,방학 신생아·0세,"방학 신생아·0세, 알아두면 충분할까?",burnout,ask
43-newborn-돌-전-신생아0세-11,43-newborn,43,couple-parent-11,돌 전 신생아·0세,"돌 전 신생아·0세, 얼마나 걸릴까?",couple,ask
43-newborn-워킹대디-신생아0세-12,43-newborn,43,school-hospital-12,워킹대디 신생아·0세,워킹대디 신생아·0세 | 최신 정리,institution,pipe
43-newborn-유모차-신생아0세-13,43-newborn,43,first-time-13,유모차 신생아·0세,유모차 신생아·0세 | 꿀팁 모음,first,pipe
43-newborn-반려묘-신생아0세-14,43-newborn,43,grandparent-14,반려묘 신생아·0세,"반려묘 신생아·0세 vs 온라인 강의, 어떤 것이 더 좋을까",extended,vs
43-newborn-고등-신생아0세-15,43-newborn,43,pet-safety-15,고등 신생아·0세,고등 신생아·0세 | 최신 정리,safety,pipe
43-newborn-이유식-신생아0세-16,43-newborn,43,couple-parent-16,이유식 신생아·0세,"이유식 신생아·0세 vs 전문가 도움, 어떤 것이 더 좋을까",couple,vs
43-newborn-입학-신생아0세-17,43-newborn,43,by-age-17,입학 신생아·0세,입학 신생아·0세 | 핵심 총정리,age,pipe
43-newborn-만-2세-신생아0세-18,43-newborn,43,twin-18,만 2세 신생아·0세,"만 2세 신생아·0세 vs 전문가 도움, 어떤 것이 더 좋을까",family,vs
43-infant-toddler-입양-영유아-01,43-infant-toddler,43,first-time-01,입양 영·유아,입양 영·유아 | 완벽 가이드,first,pipe
43-infant-toddler-방학-영유아-02,43-infant-toddler,43,twin-02,방학 영·유아,"방학 영·유아, 최신 정리",family,summary
43-infant-toddler-돌-전-영유아-03,43-infant-toddler,43,burnout-parent-03,돌 전 영·유아,돌 전 영·유아 | 핵심 총정리,burnout,pipe
43-infant-toddler-워킹대디-영유아-04,43-infant-toddler,43,first-time-04,워킹대디 영·유아,"워킹대디 영·유아 vs 전문가 도움, 어떤 것이 더 좋을까",first,vs
43-infant-toddler-유모차-영유아-05,43-infant-toddler,43,prep-05,유모차 영·유아,"유모차 영·유아, 얼마나 걸릴까?",prep,ask
43-infant-toddler-반려묘-영유아-06,43-infant-toddler,43,first-time-06,반려묘 영·유아,반려묘 영·유아 | 최신 정리,first,pipe
43-infant-toddler-고등-영유아-07,43-infant-toddler,43,pet-safety-07,고등 영·유아,"고등 영·유아, 핵심 총정리",safety,summary
43-infant-toddler-이유식-영유아-08,43-infant-toddler,43,cost-plan-08,이유식 영·유아,이유식 영·유아 | 핵심 총정리,budget,pipe
43-infant-toddler-입학-영유아-09,43-infant-toddler,43,twin-09,입학 영·유아,"입학 영·유아 vs 전문가 도움, 어떤 것이 더 좋을까",family,vs
43-infant-toddler-만-2세-영유아-10,43-infant-toddler,43,pet-safety-10,만 2세 영·유아,"만 2세 영·유아, 초보자도 가능할까?",safety,ask
43-infant-toddler-조부모-영유아-11,43-infant-toddler,43,cost-plan-11,조부모 영·유아,"조부모 영·유아, 완벽 가이드",budget,summary
43-infant-toddler-어린이집-영유아-12,43-infant-toddler,43,school-hospital-12,어린이집 영·유아,"어린이집 영·유아 vs 온라인 강의, 어떤 것이 더 좋을까",institution,vs
43-infant-toddler-다둥이-영유아-13,43-infant-toddler,43,first-time-13,다둥이 영·유아,"다둥이 영·유아, 핵심 총정리",first,summary
43-infant-toddler-쌍둥이-영유아-14,43-infant-toddler,43,by-age-14,쌍둥이 영·유아,"쌍둥이 영·유아, 최신 정리",age,summary
43-infant-toddler-수면교육-영유아-15,43-infant-toddler,43,grandparent-15,수면교육 영·유아,"수면교육 영·유아 vs 전문가 도움, 어떤 것이 더 좋을까",extended,vs
43-infant-toddler-수능-영유아-16,43-infant-toddler,43,by-age-16,수능 영·유아,수능 영·유아 | 핵심 총정리,age,pipe
43-infant-toddler-초등-영유아-17,43-infant-toddler,43,by-age-17,초등 영·유아,"초등 영·유아, 완벽 가이드",age,summary
43-infant-toddler-한부모-영유아-18,43-infant-toddler,43,cost-plan-18,한부모 영·유아,"한부모 영·유아, 최신 정리",budget,summary
43-baby-products-쌍둥이-육아템-01,43-baby-products,43,school-hospital-01,쌍둥이 육아템,"쌍둥이 육아템, 꿀팁 모음",institution,summary
43-baby-products-수면교육-육아템-02,43-baby-products,43,couple-parent-02,수면교육 육아템,"수면교육 육아템, 최신 정리",couple,summary
43-baby-products-수능-육아템-03,43-baby-products,43,burnout-parent-03,수능 육아템,수능 육아템 | 꿀팁 모음,burnout,pipe
43-baby-products-초등-육아템-04,43-baby-products,43,twin-04,초등 육아템,"초등 육아템, 완벽 가이드",family,summary
43-baby-products-한부모-육아템-05,43-baby-products,43,first-time-05,한부모 육아템,"한부모 육아템, 핵심 총정리",first,summary
43-baby-products-학원-육아템-06,43-baby-products,43,first-time-06,학원 육아템,"학원 육아템, 초보자도 가능할까?",first,ask
43-baby-products-신생아-육아템-07,43-baby-products,43,grandparent-07,신생아 육아템,신생아 육아템 | 최신 정리,extended,pipe
43-baby-products-워킹맘-육아템-08,43-baby-products,43,twin-08,워킹맘 육아템,"워킹맘 육아템 vs 온라인 강의, 어떤 것이 더 좋을까",family,vs
43-baby-products-아기띠-육아템-09,43-baby-products,43,prep-09,아기띠 육아템,"아기띠 육아템, 알아두면 충분할까?",prep,ask
43-baby-products-반려견-육아템-10,43-baby-products,43,grandparent-10,반려견 육아템,"반려견 육아템, 초보자도 가능할까?",extended,ask
43-baby-products-중등-육아템-11,43-baby-products,43,first-time-11,중등 육아템,"중등 육아템 vs 온라인 강의, 어떤 것이 더 좋을까",first,vs
43-baby-products-입양-육아템-12,43-baby-products,43,twin-12,입양 육아템,"입양 육아템 vs 전문가 도움, 어떤 것이 더 좋을까",family,vs
43-baby-products-방학-육아템-13,43-baby-products,43,first-time-13,방학 육아템,"방학 육아템 vs 온라인 강의, 어떤 것이 더 좋을까",first,vs
43-baby-products-돌-전-육아템-14,43-baby-products,43,cost-plan-14,돌 전 육아템,"돌 전 육아템, 최신 정리",budget,summary
43-baby-products-워킹대디-육아템-15,43-baby-products,43,grandparent-15,워킹대디 육아템,워킹대디 육아템 | 핵심 총정리,extended,pipe
43-baby-products-유모차-육아템-16,43-baby-products,43,school-hospital-16,유모차 육아템,"유모차 육아템, 알아두면 충분할까?",institution,ask
43-baby-products-반려묘-육아템-17,43-baby-products,43,burnout-parent-17,반려묘 육아템,"반려묘 육아템, 초보자도 가능할까?",burnout,ask
43-baby-products-고등-육아템-18,43-baby-products,43,twin-18,고등 육아템,"고등 육아템 vs 전문가 도움, 어떤 것이 더 좋을까",family,vs
43-baby-food-입양-이유식-01,43-baby-food,43,first-time-01,입양 이유식,"입양 이유식, 꿀팁 모음",first,summary
43-baby-food-방학-이유식-02,43-baby-food,43,grandparent-02,방학 이유식,"방학 이유식, 알아두면 충분할까?",extended,ask
43-baby-food-돌-전-이유식-03,43-baby-food,43,first-time-03,돌 전 이유식,"돌 전 이유식 vs 전문가 도움, 어떤 것이 더 좋을까",first,vs
43-baby-food-워킹대디-이유식-04,43-baby-food,43,twin-04,워킹대디 이유식,워킹대디 이유식 | 꿀팁 모음,family,pipe
43-baby-food-유모차-이유식-05,43-baby-food,43,first-time-05,유모차 이유식,"유모차 이유식, 완벽 가이드",first,summary
43-baby-food-반려묘-이유식-06,43-baby-food,43,cost-plan-06,반려묘 이유식,반려묘 이유식 | 최신 정리,budget,pipe
43-baby-food-고등-이유식-07,43-baby-food,43,couple-parent-07,고등 이유식,"고등 이유식, 최신 정리",couple,summary
43-baby-food-이유식-이유식-08,43-baby-food,43,by-age-08,이유식 이유식,"이유식 이유식, 초보자도 가능할까?",age,ask
43-baby-food-입학-이유식-09,43-baby-food,43,by-age-09,입학 이유식,입학 이유식 | 최신 정리,age,pipe
43-baby-food-만-2세-이유식-10,43-baby-food,43,couple-parent-10,만 2세 이유식,"만 2세 이유식, 초보자도 가능할까?",couple,ask
43-baby-food-조부모-이유식-11,43-baby-food,43,school-hospital-11,조부모 이유식,조부모 이유식 | 핵심 총정리,institution,pipe
43-baby-food-어린이집-이유식-12,43-baby-food,43,pet-safety-12,어린이집 이유식,어린이집 이유식 | 완벽 가이드,safety,pipe
43-baby-food-다둥이-이유식-13,43-baby-food,43,twin-13,다둥이 이유식,"다둥이 이유식, 알아두면 충분할까?",family,ask
43-baby-food-쌍둥이-이유식-14,43-baby-food,43,burnout-parent-14,쌍둥이 이유식,쌍둥이 이유식 | 완벽 가이드,burnout,pipe
43-baby-food-수면교육-이유식-15,43-baby-food,43,school-hospital-15,수면교육 이유식,"수면교육 이유식 vs 온라인 강의, 어떤 것이 더 좋을까",institution,vs
43-baby-food-수능-이유식-16,43-baby-food,43,grandparent-16,수능 이유식,"수능 이유식 vs 온라인 강의, 어떤 것이 더 좋을까",extended,vs
43-baby-food-초등-이유식-17,43-baby-food,43,burnout-parent-17,초등 이유식,"초등 이유식, 꿀팁 모음",burnout,summary
43-baby-food-한부모-이유식-18,43-baby-food,43,burnout-parent-18,한부모 이유식,"한부모 이유식, 꿀팁 모음",burnout,summary
43-sleep-routine-수능-수면놀이-01,43-sleep-routine,43,by-age-01,수능 수면·놀이,"수능 수면·놀이 vs 전문가 도움, 어떤 것이 더 좋을까",age,vs
43-sleep-routine-초등-수면놀이-02,43-sleep-routine,43,cost-plan-02,초등 수면·놀이,초등 수면·놀이 | 완벽 가이드,budget,pipe
43-sleep-routine-한부모-수면놀이-03,43-sleep-routine,43,school-hospital-03,한부모 수면·놀이,한부모 수면·놀이 | 최신 정리,institution,pipe
43-sleep-routine-학원-수면놀이-04,43-sleep-routine,43,first-time-04,학원 수면·놀이,"학원 수면·놀이, 핵심 총정리",first,summary
43-sleep-routine-신생아-수면놀이-05,43-sleep-routine,43,school-hospital-05,신생아 수면·놀이,"신생아 수면·놀이 vs 전문가 도움, 어떤 것이 더 좋을까",institution,vs
43-sleep-routine-워킹맘-수면놀이-06,43-sleep-routine,43,school-hospital-06,워킹맘 수면·놀이,"워킹맘 수면·놀이, 최신 정리",institution,summary
43-sleep-routine-아기띠-수면놀이-07,43-sleep-routine,43,by-age-07,아기띠 수면·놀이,아기띠 수면·놀이 | 꿀팁 모음,age,pipe
43-sleep-routine-반려견-수면놀이-08,43-sleep-routine,43,school-hospital-08,반려견 수면·놀이,"반려견 수면·놀이 vs 전문가 도움, 어떤 것이 더 좋을까",institution,vs
43-sleep-routine-중등-수면놀이-09,43-sleep-routine,43,twin-09,중등 수면·놀이,"중등 수면·놀이, 초보자도 가능할까?",family,ask
43-sleep-routine-입양-수면놀이-10,43-sleep-routine,43,burnout-parent-10,입양 수면·놀이,"입양 수면·놀이, 최신 정리",burnout,summary
43-sleep-routine-방학-수면놀이-11,43-sleep-routine,43,grandparent-11,방학 수면·놀이,방학 수면·놀이 | 최신 정리,extended,pipe
43-sleep-routine-돌-전-수면놀이-12,43-sleep-routine,43,first-time-12,돌 전 수면·놀이,"돌 전 수면·놀이 vs 온라인 강의, 어떤 것이 더 좋을까",first,vs
43-sleep-routine-워킹대디-수면놀이-13,43-sleep-routine,43,first-time-13,워킹대디 수면·놀이,"워킹대디 수면·놀이 vs 온라인 강의, 어떤 것이 더 좋을까",first,vs
43-sleep-routine-유모차-수면놀이-14,43-sleep-routine,43,first-time-14,유모차 수면·놀이,"유모차 수면·놀이 vs 온라인 강의, 어떤 것이 더 좋을까",first,vs
43-sleep-routine-반려묘-수면놀이-15,43-sleep-routine,43,first-time-15,반려묘 수면·놀이,반려묘 수면·놀이 | 최신 정리,first,pipe
43-sleep-routine-고등-수면놀이-16,43-sleep-routine,43,by-age-16,고등 수면·놀이,"고등 수면·놀이 vs 전문가 도움, 어떤 것이 더 좋을까",age,vs
43-sleep-routine-이유식-수면놀이-17,43-sleep-routine,43,twin-17,이유식 수면·놀이,"이유식 수면·놀이, 초보자도 가능할까?",family,ask
43-sleep-routine-입학-수면놀이-18,43-sleep-routine,43,burnout-parent-18,입학 수면·놀이,"입학 수면·놀이 vs 전문가 도움, 어떤 것이 더 좋을까",burnout,vs
43-daycare-중등-어린이집유치원-01,43-daycare,43,burnout-parent-01,중등 어린이집·유치원,중등 어린이집·유치원 | 핵심 총정리,burnout,pipe
43-daycare-입양-어린이집유치원-02,43-daycare,43,school-hospital-02,입양 어린이집·유치원,입양 어린이집·유치원 | 꿀팁 모음,institution,pipe
43-daycare-방학-어린이집유치원-03,43-daycare,43,grandparent-03,방학 어린이집·유치원,"방학 어린이집·유치원 vs 전문가 도움, 어떤 것이 더 좋을까",extended,vs
43-daycare-돌-전-어린이집유치원-04,43-daycare,43,by-age-04,돌 전 어린이집·유치원,"돌 전 어린이집·유치원, 초보자도 가능할까?",age,ask
43-daycare-워킹대디-어린이집유치원-05,43-daycare,43,twin-05,워킹대디 어린이집·유치원,"워킹대디 어린이집·유치원, 핵심 총정리",family,summary
43-daycare-유모차-어린이집유치원-06,43-daycare,43,grandparent-06,유모차 어린이집·유치원,"유모차 어린이집·유치원, 완벽 가이드",extended,summary
43-daycare-반려묘-어린이집유치원-07,43-daycare,43,grandparent-07,반려묘 어린이집·유치원,"반려묘 어린이집·유치원 vs 온라인 강의, 어떤 것이 더 좋을까",extended,vs
43-daycare-고등-어린이집유치원-08,43-daycare,43,couple-parent-08,고등 어린이집·유치원,"고등 어린이집·유치원 vs 온라인 강의, 어떤 것이 더 좋을까",couple,vs
43-daycare-이유식-어린이집유치원-09,43-daycare,43,grandparent-09,이유식 어린이집·유치원,"이유식 어린이집·유치원, 완벽 가이드",extended,summary
43-daycare-입학-어린이집유치원-10,43-daycare,43,pet-safety-10,입학 어린이집·유치원,"입학 어린이집·유치원, 핵심 총정리",safety,summary
43-daycare-만-2세-어린이집유치원-11,43-daycare,43,school-hospital-11,만 2세 어린이집·유치원,"만 2세 어린이집·유치원, 초보자도 가능할까?",institution,ask
43-daycare-조부모-어린이집유치원-12,43-daycare,43,first-time-12,조부모 어린이집·유치원,"조부모 어린이집·유치원, 초보자도 가능할까?",first,ask
43-daycare-어린이집-어린이집유치원-13,43-daycare,43,couple-parent-13,어린이집 어린이집·유치원,어린이집 어린이집·유치원 | 최신 정리,couple,pipe
43-daycare-다둥이-어린이집유치원-14,43-daycare,43,burnout-parent-14,다둥이 어린이집·유치원,다둥이 어린이집·유치원 | 핵심 총정리,burnout,pipe
43-daycare-쌍둥이-어린이집유치원-15,43-daycare,43,couple-parent-15,쌍둥이 어린이집·유치원,"쌍둥이 어린이집·유치원 vs 온라인 강의, 어떤 것이 더 좋을까",couple,vs
43-daycare-수면교육-어린이집유치원-16,43-daycare,43,grandparent-16,수면교육 어린이집·유치원,"수면교육 어린이집·유치원 vs 온라인 강의, 어떤 것이 더 좋을까",extended,vs
43-daycare-수능-어린이집유치원-17,43-daycare,43,twin-17,수능 어린이집·유치원,"수능 어린이집·유치원 vs 온라인 강의, 어떤 것이 더 좋을까",family,vs
43-daycare-초등-어린이집유치원-18,43-daycare,43,burnout-parent-18,초등 어린이집·유치원,"초등 어린이집·유치원, 얼마나 걸릴까?",burnout,ask
43-discipline-방학-훈육발달-01,43-discipline,43,prep-01,방학 훈육·발달,"방학 훈육·발달, 핵심 총정리",prep,summary
43-discipline-돌-전-훈육발달-02,43-discipline,43,grandparent-02,돌 전 훈육·발달,돌 전 훈육·발달 | 최신 정리,extended,pipe
43-discipline-워킹대디-훈육발달-03,43-discipline,43,first-time-03,워킹대디 훈육·발달,워킹대디 훈육·발달 | 핵심 총정리,first,pipe
43-discipline-유모차-훈육발달-04,43-discipline,43,first-time-04,유모차 훈육·발달,"유모차 훈육·발달, 알아두면 충분할까?",first,ask
43-discipline-반려묘-훈육발달-05,43-discipline,43,couple-parent-05,반려묘 훈육·발달,"반려묘 훈육·발달, 알아두면 충분할까?",couple,ask
43-discipline-고등-훈육발달-06,43-discipline,43,cost-plan-06,고등 훈육·발달,"고등 훈육·발달, 완벽 가이드",budget,summary
43-discipline-이유식-훈육발달-07,43-discipline,43,twin-07,이유식 훈육·발달,"이유식 훈육·발달, 초보자도 가능할까?",family,ask
43-discipline-입학-훈육발달-08,43-discipline,43,pet-safety-08,입학 훈육·발달,입학 훈육·발달 | 핵심 총정리,safety,pipe
43-discipline-만-2세-훈육발달-09,43-discipline,43,couple-parent-09,만 2세 훈육·발달,"만 2세 훈육·발달, 초보자도 가능할까?",couple,ask
43-discipline-조부모-훈육발달-10,43-discipline,43,pet-safety-10,조부모 훈육·발달,"조부모 훈육·발달 vs 전문가 도움, 어떤 것이 더 좋을까",safety,vs
43-discipline-어린이집-훈육발달-11,43-discipline,43,prep-11,어린이집 훈육·발달,어린이집 훈육·발달 | 완벽 가이드,prep,pipe
43-discipline-다둥이-훈육발달-12,43-discipline,43,twin-12,다둥이 훈육·발달,"다둥이 훈육·발달, 핵심 총정리",family,summary
43-discipline-쌍둥이-훈육발달-13,43-discipline,43,by-age-13,쌍둥이 훈육·발달,"쌍둥이 훈육·발달, 핵심 총정리",age,summary
