l2_id,l1_code,l2_slug,name_ko,description,sort_order,model,generated_at
09-handmade-coffee,09,handmade-coffee,수제 커피,수제 커피 소개 및 카페 추천,12,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
09-gwangju-food,09,gwangju-food,광주 맛집,광주 지역 맛집 추천 및 리뷰,13,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
09-partyroom-cafe,09,partyroom-cafe,파티룸 카페,단체 모임하기 좋은 카페 추천,14,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
09-gangwon-food,09,gangwon-food,강원도 맛집,강원도 지역 맛집 추천 및 리뷰,15,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
09-jeju-food,09,jeju-food,제주 맛집,제주도 전역의 인기 맛집과 현지인 추천 식당 정보를 제공합니다.,16,scout+gemini,2026-06-05T07:04:38.671091+00:00
09-ulsan-food,09,ulsan-food,울산 맛집,울산 지역의 특색 있는 맛집과 다양한 식당 정보를 소개합니다.,17,scout+gemini,2026-06-05T07:04:38.671091+00:00
09-sejong-food,09,sejong-food,세종 맛집,세종특별자치시 내의 맛집과 식당 정보를 정리합니다.,18,scout+gemini,2026-06-05T07:04:38.671091+00:00
09-chungbuk-food,09,chungbuk-food,충북 맛집,충청북도 지역의 주요 맛집과 식당 정보를 공유합니다.,19,scout+gemini,2026-06-05T07:04:38.671091+00:00
09-chungnam-food,09,chungnam-food,충남 맛집,충청남도 지역의 맛집 탐방 및 식당 정보를 제공합니다.,20,scout+gemini,2026-06-05T07:04:38.671091+00:00
09-jeonbuk-food,09,jeonbuk-food,전북 맛집,전라북도 지역의 맛집과 식당 정보를 소개합니다.,21,scout+gemini,2026-06-05T07:04:38.671091+00:00
09-jeonnam-food,09,jeonnam-food,전남 맛집,전라남도 지역의 맛집과 식당 정보를 정리합니다.,22,scout+gemini,2026-06-05T07:04:38.671091+00:00
09-gyeongbuk-food,09,gyeongbuk-food,경북 맛집,경상북도 지역의 맛집과 식당 정보를 공유합니다.,23,scout+gemini,2026-06-05T07:04:38.671091+00:00
09-gyeongnam-food,09,gyeongnam-food,경남 맛집,경상남도 지역의 맛집과 식당 정보를 소개합니다.,24,scout+gemini,2026-06-05T07:04:38.671091+00:00
09-gangnam-food,09,gangnam-food,강남 맛집,강남구 일대의 인기 맛집과 식당 정보를 제공합니다.,25,scout+gemini,2026-06-05T07:04:38.671091+00:00
09-hongdae-food,09,hongdae-food,홍대 맛집,홍대 및 마포구 인근의 핫플레이스 맛집 정보를 소개합니다.,26,scout+gemini,2026-06-05T07:04:38.671091+00:00
09-seongsu-food,09,seongsu-food,성수 맛집,성수동 일대의 트렌디한 맛집과 식당 정보를 공유합니다.,27,scout+gemini,2026-06-05T07:04:38.671091+00:00
09-jamsil-food,09,jamsil-food,잠실 맛집,잠실 및 송파구 일대의 맛집과 식당 정보를 정리합니다.,28,scout+gemini,2026-06-05T07:04:38.671091+00:00
09-itaewon-food,09,itaewon-food,이태원 맛집,이태원 및 용산구 일대의 다양한 맛집 정보를 제공합니다.,29,scout+gemini,2026-06-05T07:04:38.671091+00:00
09-korean-food,09,korean-food,한식 맛집,한국 전통 음식점 및 다양한 한식 메뉴를 추천합니다.,30,scout+gemini,2026-06-05T07:19:20.049758+00:00
09-japanese-food,09,japanese-food,일식 맛집,"초밥, 라멘 등 일본 음식점 및 일식 메뉴를 추천합니다.",31,scout+gemini,2026-06-05T07:19:20.049758+00:00
09-chinese-food,09,chinese-food,중식 맛집,"짜장면, 짬뽕 등 중화요리 전문점 및 메뉴를 추천합니다.",32,scout+gemini,2026-06-05T07:19:20.049758+00:00
09-western-food,09,western-food,양식 맛집,"파스타, 스테이크 등 서양 음식점 및 메뉴를 추천합니다.",33,scout+gemini,2026-06-05T07:19:20.049758+00:00
09-meat-food,09,meat-food,고기 맛집,"삼겹살, 소고기 등 육류 전문 식당 및 메뉴를 추천합니다.",34,scout+gemini,2026-06-05T07:19:20.049758+00:00
09-seafood-food,09,seafood-food,해산물 맛집,"회, 조개구이 등 해산물 전문 식당 및 메뉴를 추천합니다.",35,scout+gemini,2026-06-05T07:19:20.049758+00:00
09-snack-food,09,snack-food,분식 맛집,"떡볶이, 튀김 등 분식 및 간편식 전문점을 추천합니다.",36,scout+gemini,2026-06-05T07:19:20.049758+00:00
09-dining-food,09,dining-food,회식 맛집,단체 회식 및 직장인 모임에 적합한 식당을 추천합니다.,37,scout+gemini,2026-06-05T07:19:20.049758+00:00
09-family-food,09,family-food,가족 모임 맛집,가족 외식 및 대규모 인원 수용이 가능한 식당을 추천합니다.,38,scout+gemini,2026-06-05T07:19:20.049758+00:00
09-night-food,09,night-food,야식 맛집,늦은 밤 즐기기 좋은 야식 메뉴 및 식당을 추천합니다.,39,scout+gemini,2026-06-05T07:19:20.049758+00:00
09-delivery-food,09,delivery-food,배달 맛집,집에서 편하게 즐길 수 있는 배달 전문 식당을 추천합니다.,40,scout+gemini,2026-06-05T07:19:20.049758+00:00
09-dessert-cafe,09,dessert-cafe,디저트 카페,"케이크, 베이커리 등 디저트가 맛있는 카페를 추천합니다.",41,scout+gemini,2026-06-05T07:19:20.049758+00:00
09-myeongdong-food,09,myeongdong-food,명동 맛집,명동 지역의 인기 식당과 맛집 정보를 추천합니다.,42,scout+gemini,2026-06-05T07:20:10.657415+00:00
09-sinchon-food,09,sinchon-food,신촌 맛집,신촌 지역의 인기 식당과 맛집 정보를 추천합니다.,43,scout+gemini,2026-06-05T07:20:10.657415+00:00
09-gwangjangdae-food,09,gwangjangdae-food,건대 맛집,건대 지역의 인기 식당과 맛집 정보를 추천합니다.,44,scout+gemini,2026-06-05T07:20:10.657415+00:00
09-euljiro-food,09,euljiro-food,을지로 맛집,을지로 지역의 인기 식당과 맛집 정보를 추천합니다.,45,scout+gemini,2026-06-05T07:20:10.657415+00:00
09-mangwon-food,09,mangwon-food,망원 맛집,망원 지역의 인기 식당과 맛집 정보를 추천합니다.,46,scout+gemini,2026-06-05T07:20:10.657415+00:00
09-yeonnam-food,09,yeonnam-food,연남 맛집,연남 지역의 인기 식당과 맛집 정보를 추천합니다.,47,scout+gemini,2026-06-05T07:20:10.657415+00:00
09-songpa-food,09,songpa-food,송파 맛집,송파 지역의 인기 식당과 맛집 정보를 추천합니다.,48,scout+gemini,2026-06-05T07:20:10.657415+00:00
09-jongno-food,09,jongno-food,종로 맛집,종로 지역의 인기 식당과 맛집 정보를 추천합니다.,49,scout+gemini,2026-06-05T07:20:10.657415+00:00
09-nowon-food,09,nowon-food,노원 맛집,노원 지역의 인기 식당과 맛집 정보를 추천합니다.,50,scout+gemini,2026-06-05T07:20:10.657415+00:00
09-mokdong-food,09,mokdong-food,목동 맛집,목동 지역의 인기 식당과 맛집 정보를 추천합니다.,51,scout+gemini,2026-06-05T07:20:10.657415+00:00
09-sangam-food,09,sangam-food,상암 맛집,상암 지역의 인기 식당과 맛집 정보를 추천합니다.,52,scout+gemini,2026-06-05T07:20:10.657415+00:00
09-yeouido-food,09,yeouido-food,여의도 맛집,여의도 지역의 인기 식당과 맛집 정보를 추천합니다.,53,scout+gemini,2026-06-05T07:20:10.657415+00:00
09-pangyo-food,09,pangyo-food,판교 맛집,판교 지역의 인기 식당과 맛집 정보를 추천합니다.,54,scout+gemini,2026-06-05T07:20:10.657415+00:00
09-ilsan-food,09,ilsan-food,일산 맛집,일산 지역의 인기 식당과 맛집 정보를 추천합니다.,55,scout+gemini,2026-06-05T07:20:10.657415+00:00
09-bundang-food,09,bundang-food,분당 맛집,분당 지역의 인기 식당과 맛집 정보를 추천합니다.,56,scout+gemini,2026-06-05T07:20:10.657415+00:00
09-bakery-cafe,09,bakery-cafe,베이커리 카페,맛있는 빵과 디저트를 즐길 수 있는 베이커리 카페를 추천합니다.,57,scout+gemini,2026-06-05T07:20:10.657415+00:00
09-rooftop-cafe,09,rooftop-cafe,루프탑 카페,탁 트인 전망을 즐길 수 있는 루프탑 카페를 추천합니다.,58,scout+gemini,2026-06-05T07:20:10.657415+00:00
09-pet-cafe,09,pet-cafe,반려견 카페,반려견과 함께 방문하기 좋은 카페 정보를 제공합니다.,59,scout+gemini,2026-06-05T07:20:10.657415+00:00
09-view-cafe,09,view-cafe,뷰 카페,아름다운 경치를 감상할 수 있는 뷰 맛집 카페를 추천합니다.,60,scout+gemini,2026-06-05T07:20:10.657415+00:00
09-university-food,09,university-food,대학가 맛집,가성비와 맛을 모두 잡은 대학가 주변 맛집을 소개합니다.,61,scout+gemini,2026-06-05T07:20:10.657415+00:00
09-station-food,09,station-food,역세권 맛집,접근성이 뛰어난 지하철역 인근 맛집 정보를 제공합니다.,62,scout+gemini,2026-06-05T07:20:10.657415+00:00
09-lunch-food,09,lunch-food,점심 맛집,직장인과 학생을 위한 점심 식사하기 좋은 맛집을 추천합니다.,65,scout+gemini,2026-06-05T07:20:10.657415+00:00
09-evening-food,09,evening-food,저녁 맛집,분위기 있게 저녁 식사를 즐길 수 있는 맛집을 소개합니다.,66,scout+gemini,2026-06-05T07:20:10.657415+00:00
09-value-for-money-food,09,value-for-money-food,가성비 맛집,합리적인 가격으로 푸짐하게 즐길 수 있는 가성비 맛집을 소개합니다.,67,scout+gemini,2026-06-05T07:20:10.657415+00:00
09-waiting-food,09,waiting-food,웨이팅·예약 맛집,기다림이 아깝지 않은 인기 웨이팅 맛집 정보를 제공합니다.,68,scout+gemini,2026-06-05T07:20:10.657415+00:00
09-local-food,09,local-food,현지인 맛집,지역 주민들이 인정하는 진짜 현지인 맛집을 추천합니다.,69,scout+gemini,2026-06-05T07:20:10.657415+00:00
09-takeout-food,09,takeout-food,포장 맛집,집에서도 맛있게 즐길 수 있는 포장 전문 맛집을 소개합니다.,70,scout+gemini,2026-06-05T07:20:10.657415+00:00
09-naengmyeon-food,09,naengmyeon-food,냉면 맛집,시원한 육수와 면발이 일품인 냉면 맛집을 추천합니다.,71,scout+gemini,2026-06-05T07:20:10.657415+00:00
09-kalguksu-food,09,kalguksu-food,칼국수 맛집,따뜻한 국물이 생각날 때 가기 좋은 칼국수 맛집을 소개합니다.,72,scout+gemini,2026-06-05T07:20:10.657415+00:00
09-pizza-food,09,pizza-food,피자 맛집,다양한 토핑의 피자를 맛볼 수 있는 맛집 정보를 제공합니다.,73,scout+gemini,2026-06-05T07:20:10.657415+00:00
09-hamburger-food,09,hamburger-food,햄버거 맛집,수제 버거부터 프랜차이즈까지 맛있는 햄버거 맛집을 추천합니다.,74,scout+gemini,2026-06-05T07:20:10.657415+00:00
09-pasta-food,09,pasta-food,파스타 맛집,다채로운 파스타 요리를 즐길 수 있는 맛집을 소개합니다.,75,scout+gemini,2026-06-05T07:20:10.657415+00:00
09-tteokbokki-food,09,tteokbokki-food,떡볶이 맛집,매콤달콤한 떡볶이와 분식을 즐길 수 있는 맛집을 추천합니다.,76,scout+gemini,2026-06-05T07:20:10.657415+00:00
09-gopchang-food,09,gopchang-food,곱창 맛집,고소한 곱창과 대창을 즐길 수 있는 맛집 정보를 제공합니다.,77,scout+gemini,2026-06-05T07:20:10.657415+00:00
09-chicken-food,09,chicken-food,치킨 맛집,바삭한 치킨과 맥주를 즐길 수 있는 맛집을 추천합니다.,78,scout+gemini,2026-06-05T07:20:10.657415+00:00
10-korean-recipe,10,korean-recipe,한식 레시피,한국 전통 요리 레시피 및 팁,1,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
10-global-cuisine,10,global-cuisine,세계 요리,다양한 국가의 요리법 및 식문화,2,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
10-food-styling,10,food-styling,푸드 스타일링,음식 사진 촬영 및 꾸미기 팁,3,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
10-healthy-convenience-food,10,healthy-convenience-food,건강 간편식,간편하게 먹는 건강한 식사 아이디어,4,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
10-ingredient-info,10,ingredient-info,식재료 정보,요리에 사용되는 다양한 식재료 정보,5,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
10-restaurant-review,10,restaurant-review,레스토랑 리뷰,다양한 레스토랑 및 음식점 리뷰,6,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
10-cooking-tips,10,cooking-tips,요리 팁,요리 기술을 향상시키는 팁 및 노하우,7,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
10-dessert-making,10,dessert-making,디저트 만들기,다양한 디저트 레시피 및 만들기 팁,8,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
10-food-trend,10,food-trend,푸드 트렌드,현재의 음식 및 요리 트렌드 분석,9,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
10-vegetarian-recipe,10,vegetarian-recipe,채식 레시피,채식 기반의 다양한 레시피 및 아이디어,10,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
10-meat-cooking,10,meat-cooking,육식 요리,고기를 사용한 다양한 요리법 및 팁,11,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
10-seafood-cooking,10,seafood-cooking,해물 요리,해산물을 사용한 다양한 요리법 및 팁,12,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
10-baking-guide,10,baking-guide,베이킹 가이드,빵 및 과자류 베이킹을 위한 가이드 및 팁,13,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
10-asian-cuisine,10,asian-cuisine,아시안 요리,아시아 스타일의 다양한 요리법 및 식문화,14,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
10-home-party-food,10,home-party-food,홈파티 음식,집에서 열리는 파티를 위한 음식 아이디어,15,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
10-japanese-recipes,10,japanese-recipes,일식 레시피,가정에서 쉽게 따라 할 수 있는 일본 요리 레시피를 소개합니다.,16,scout+gemini,2026-06-05T07:04:38.671091+00:00
10-chinese-recipes,10,chinese-recipes,중식 레시피,정통 중화요리부터 가정식 중식까지 다양한 레시피를 다룹니다.,17,scout+gemini,2026-06-05T07:04:38.671091+00:00
10-italian-recipes,10,italian-recipes,이탈리안 레시피,"파스타, 피자 등 집에서 즐기는 이탈리아 요리 레시피를 공유합니다.",18,scout+gemini,2026-06-05T07:04:38.671091+00:00
10-air-fryer-recipes,10,air-fryer-recipes,에어프라이어 레시피,에어프라이어를 활용해 간편하고 맛있게 만드는 요리법을 소개합니다.,19,scout+gemini,2026-06-05T07:04:38.671091+00:00
10-bento-recipes,10,bento-recipes,도시락 레시피,직장인과 학생을 위한 정갈하고 맛있는 도시락 메뉴를 제안합니다.,20,scout+gemini,2026-06-05T07:04:38.671091+00:00
10-breakfast-recipes,10,breakfast-recipes,아침 레시피,바쁜 아침을 든든하게 채워줄 간단한 식사 레시피를 소개합니다.,21,scout+gemini,2026-06-05T07:04:38.671091+00:00
10-drinks-recipes,10,drinks-recipes,술안주 레시피,집에서 즐기는 혼술과 홈파티를 위한 안주 요리법을 다룹니다.,22,scout+gemini,2026-06-05T07:04:38.671091+00:00
10-chicken-recipes,10,chicken-recipes,닭고기 레시피,닭고기를 주재료로 활용한 다양한 부위별 요리 레시피를 소개합니다.,23,scout+gemini,2026-06-05T07:04:38.671091+00:00
10-tofu-recipes,10,tofu-recipes,두부 레시피,건강한 식재료인 두부를 활용한 다채로운 요리법을 공유합니다.,24,scout+gemini,2026-06-05T07:04:38.671091+00:00
10-noodle-recipes,10,noodle-recipes,면 요리 레시피,"국수, 파스타 등 면을 활용한 다양한 요리 레시피를 소개합니다.",25,scout+gemini,2026-06-05T07:04:38.671091+00:00
10-mexican-recipe,10,mexican-recipe,멕시칸 레시피,멕시코 전통 및 퓨전 요리를 집에서 만드는 레시피를 다룹니다.,26,scout+gemini,2026-06-05T07:19:20.049758+00:00
10-french-recipe,10,french-recipe,프렌치 레시피,가정에서 시도할 수 있는 프랑스 스타일의 요리 레시피를 소개합니다.,27,scout+gemini,2026-06-05T07:19:20.049758+00:00
10-microwave-cooking,10,microwave-cooking,전자레인지 요리,전자레인지를 활용해 빠르고 간편하게 완성하는 요리법을 공유합니다.,28,scout+gemini,2026-06-05T07:19:20.049758+00:00
10-pot-cooking,10,pot-cooking,냄비 요리,"냄비 하나로 조리 가능한 찌개, 탕, 조림 등 다양한 요리 레시피를 다룹니다.",29,scout+gemini,2026-06-05T07:19:20.049758+00:00
10-diet-recipe,10,diet-recipe,다이어트 레시피,체중 관리에 도움을 주는 저칼로리 및 고단백 요리 레시피를 다룹니다.,31,scout+gemini,2026-06-05T07:19:20.049758+00:00
10-pork-recipe,10,pork-recipe,돼지고기 레시피,돼지고기 부위별 특징을 살린 다양한 요리 레시피를 소개합니다.,32,scout+gemini,2026-06-05T07:19:20.049758+00:00
10-rice-recipe,10,rice-recipe,밥 요리 레시피,"밥을 주재료로 활용한 볶음밥, 덮밥, 비빔밥 등의 레시피를 다룹니다.",33,scout+gemini,2026-06-05T07:19:20.049758+00:00
10-snack-recipe,10,snack-recipe,간식 레시피,출출할 때 간단하게 만들어 먹을 수 있는 홈메이드 간식 레시피를 공유합니다.,34,scout+gemini,2026-06-05T07:19:20.049758+00:00
10-salad-recipe,10,salad-recipe,샐러드 레시피,신선한 채소와 다양한 토핑을 활용한 샐러드 드레싱 및 조리법을 다룹니다.,35,scout+gemini,2026-06-05T07:19:20.049758+00:00
10-pasta-recipe,10,pasta-recipe,파스타 레시피,다양한 파스타 종류별 조리법과 소스 활용 팁을 공유합니다.,36,scout+gemini,2026-06-05T07:20:10.657415+00:00
10-steak-recipe,10,steak-recipe,스테이크 레시피,부위별 스테이크 굽기 노하우와 가니쉬 레시피를 소개합니다.,37,scout+gemini,2026-06-05T07:20:10.657415+00:00
10-sandwich-recipe,10,sandwich-recipe,샌드위치 레시피,간편하게 즐길 수 있는 다양한 샌드위치와 속재료 조합법을 다룹니다.,38,scout+gemini,2026-06-05T07:20:10.657415+00:00
10-soup-recipe,10,soup-recipe,수프 레시피,가정에서 만들기 쉬운 서양식 및 건강 수프 조리법을 공유합니다.,39,scout+gemini,2026-06-05T07:20:10.657415+00:00
10-side-dish-recipe,10,side-dish-recipe,반찬 레시피,매일 식탁에 오르는 밑반찬과 메인 반찬 레시피를 정리합니다.,40,scout+gemini,2026-06-05T07:20:10.657415+00:00
10-kimbap-making,10,kimbap-making,김밥 만들기,기본 김밥부터 이색 김밥까지 다양한 속재료와 말기 노하우를 소개합니다.,41,scout+gemini,2026-06-05T07:20:10.657415+00:00
10-fried-rice-recipe,10,fried-rice-recipe,볶음밥 레시피,남은 재료를 활용한 다양한 볶음밥 조리법과 맛있게 볶는 팁을 다룹니다.,42,scout+gemini,2026-06-05T07:20:10.657415+00:00
10-jjigae-recipe,10,jjigae-recipe,찌개 레시피,한국인의 소울푸드인 각종 찌개류의 깊은 맛을 내는 레시피를 공유합니다.,43,scout+gemini,2026-06-05T07:20:10.657415+00:00
10-tang-yori,10,tang-yori,탕 요리,국물 요리의 정석인 각종 탕 요리 조리법과 육수 비법을 소개합니다.,44,scout+gemini,2026-06-05T07:20:10.657415+00:00
10-low-carb-high-fat-diet,10,low-carb-high-fat-diet,저탄고지 식단,저탄고지 식단 원리와 실천 가능한 건강 레시피를 공유합니다.,46,scout+gemini,2026-06-05T07:20:10.657415+00:00
10-fried-food-recipe,10,fried-food-recipe,튀김 레시피,바삭한 튀김을 만드는 반죽 비법과 다양한 재료별 튀김법을 소개합니다.,47,scout+gemini,2026-06-05T07:20:10.657415+00:00
10-late-night-snack-recipe,10,late-night-snack-recipe,야식 레시피,늦은 밤 부담 없이 즐기기 좋은 간단한 야식 메뉴를 추천합니다.,48,scout+gemini,2026-06-05T07:20:10.657415+00:00
10-high-protein-diet,10,high-protein-diet,고단백 식단,근성장과 건강을 위한 고단백 식재료 활용 레시피를 공유합니다.,50,scout+gemini,2026-06-05T07:20:10.657415+00:00
10-beef-recipe,10,beef-recipe,소고기 요리,소고기 부위별 특징을 살린 다양한 요리 레시피를 소개합니다.,51,scout+gemini,2026-06-05T07:20:10.657415+00:00
10-potato-recipe,10,potato-recipe,감자 요리,감자를 활용한 간식부터 메인 요리까지 다양한 레시피를 다룹니다.,52,scout+gemini,2026-06-05T07:20:10.657415+00:00
10-egg-recipe,10,egg-recipe,계란 요리,가장 친숙한 식재료인 계란을 활용한 다채로운 요리법을 공유합니다.,53,scout+gemini,2026-06-05T07:20:10.657415+00:00
10-vegetable-recipe,10,vegetable-recipe,채소 요리,신선한 채소를 활용해 건강하고 맛있는 요리를 만드는 법을 소개합니다.,54,scout+gemini,2026-06-05T07:20:10.657415+00:00
10-mushroom-recipe,10,mushroom-recipe,버섯 요리,버섯의 풍미를 살린 다양한 요리 레시피와 손질법을 다룹니다.,55,scout+gemini,2026-06-05T07:20:10.657415+00:00
11-travel-essentials,11,travel-essentials,여행준비물,여행 준비물 리스트 및 팁,3,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
11-travel-itinerary,11,travel-itinerary,여행일정,여행 일정 계획 및 관리 팁,4,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
11-accommodation-recommendations,11,accommodation-recommendations,숙소추천,숙소 추천 및 리뷰,5,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
11-travel-tips,11,travel-tips,여행꿀팁,여행 관련 꿀팁 및 정보,6,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
11-travel-diaries,11,travel-diaries,여행기,여행 경험 및 후기,7,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
11-domestic-travel,11,domestic-travel,국내여행,국내 여행 정보 및 리뷰,9,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
11-overseas-travel,11,overseas-travel,해외여행,해외 여행 정보 및 리뷰,10,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
11-travel-photography,11,travel-photography,여행사진,여행 사진 및 촬영 팁,11,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
11-travel-safety,11,travel-safety,여행안전,여행 안전 및 주의사항,15,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
11-jeju-trip,11,jeju-trip,제주 여행,"제주도의 주요 관광지, 맛집, 숙소 정보를 제공하는 여행 가이드입니다.",16,scout+gemini,2026-06-05T07:04:38.671091+00:00
11-busan-trip,11,busan-trip,부산 여행,"부산 지역의 명소와 여행 코스, 현지 맛집 정보를 다룹니다.",17,scout+gemini,2026-06-05T07:04:38.671091+00:00
11-gangwon-trip,11,gangwon-trip,강원 여행,"강원도 지역의 자연 경관과 액티비티, 숙박 정보를 안내합니다.",18,scout+gemini,2026-06-05T07:04:38.671091+00:00
11-gyeongju-trip,11,gyeongju-trip,경주 여행,경주의 역사 유적지와 감성적인 여행 코스를 소개합니다.,19,scout+gemini,2026-06-05T07:04:38.671091+00:00
11-jeonju-trip,11,jeonju-trip,전주 여행,전주 한옥마을을 중심으로 한 맛집 탐방과 문화 여행 정보를 제공합니다.,20,scout+gemini,2026-06-05T07:04:38.671091+00:00
11-yeosu-trip,11,yeosu-trip,여수 여행,"여수의 바다 풍경과 주요 관광지, 숙소 정보를 정리한 가이드입니다.",21,scout+gemini,2026-06-05T07:04:38.671091+00:00
11-japan-trip,11,japan-trip,일본 여행,일본 전역의 도시별 관광 정보와 여행 준비 팁을 공유합니다.,22,scout+gemini,2026-06-05T07:04:38.671091+00:00
11-thailand-trip,11,thailand-trip,태국 여행,태국의 주요 도시별 관광 명소와 현지 여행 정보를 안내합니다.,23,scout+gemini,2026-06-05T07:04:38.671091+00:00
11-vietnam-trip,11,vietnam-trip,베트남 여행,"베트남의 인기 여행지와 맛집, 여행 필수 정보를 다룹니다.",24,scout+gemini,2026-06-05T07:04:38.671091+00:00
11-taiwan-trip,11,taiwan-trip,대만 여행,대만의 주요 관광지 정보와 여행 코스를 상세히 소개합니다.,25,scout+gemini,2026-06-05T07:04:38.671091+00:00
11-europe-trip,11,europe-trip,유럽 여행,"유럽 국가별 여행 경로와 관광지, 준비물 정보를 제공합니다.",26,scout+gemini,2026-06-05T07:04:38.671091+00:00
11-usa-trip,11,usa-trip,미국 여행,미국의 주요 도시 여행 정보와 관광 가이드를 안내합니다.,27,scout+gemini,2026-06-05T07:04:38.671091+00:00
11-travel-visa,11,travel-visa,여행 비자,국가별 여행 비자 발급 절차와 필수 준비 서류를 안내합니다.,28,scout+gemini,2026-06-05T07:19:20.049758+00:00
11-currency-exchange,11,currency-exchange,환전 가이드,해외 여행 시 유리한 환전 방법과 환율 우대 팁을 정리합니다.,29,scout+gemini,2026-06-05T07:19:20.049758+00:00
11-esim-guide,11,esim-guide,eSIM 가이드,해외 여행 시 필수인 eSIM 구매 방법과 설정법을 상세히 설명합니다.,30,scout+gemini,2026-06-05T07:19:20.049758+00:00
11-rental-car-travel,11,rental-car-travel,렌터카 여행,해외 렌터카 예약부터 국제면허증 준비 및 이용 시 주의사항을 다룹니다.,31,scout+gemini,2026-06-05T07:19:20.049758+00:00
11-airport-guide,11,airport-guide,공항 이용법,"체크인부터 보안 검색, 라운지 이용 등 공항 이용의 모든 과정을 안내합니다.",32,scout+gemini,2026-06-05T07:19:20.049758+00:00
11-duty-free-shopping,11,duty-free-shopping,면세점 쇼핑,면세점 이용 방법과 인기 쇼핑 품목 및 면세 한도 정보를 제공합니다.,33,scout+gemini,2026-06-05T07:19:20.049758+00:00
11-family-trip,11,family-trip,가족 여행,가족 단위 여행객을 위한 맞춤형 여행지 추천과 유용한 팁을 제공합니다.,34,scout+gemini,2026-06-05T07:20:10.657415+00:00
11-solo-travel,11,solo-travel,혼자 여행,나홀로 여행객을 위한 안전한 여행지 추천 및 혼행 노하우를 공유합니다.,35,scout+gemini,2026-06-05T07:20:10.657415+00:00
11-couple-trip,11,couple-trip,커플 여행,커플 여행객을 위한 로맨틱한 여행지 추천과 데이트 코스를 안내합니다.,36,scout+gemini,2026-06-05T07:20:10.657415+00:00
11-backpacking-trip,11,backpacking-trip,배낭 여행,배낭여행자를 위한 가성비 숙소 정보와 효율적인 이동 경로를 제안합니다.,37,scout+gemini,2026-06-05T07:20:10.657415+00:00
11-golf-trip,11,golf-trip,골프 여행,골프 애호가를 위한 국내외 골프 여행지 정보와 라운딩 팁을 제공합니다.,38,scout+gemini,2026-06-05T07:20:10.657415+00:00
11-hot-spring-trip,11,hot-spring-trip,온천 여행,휴식과 힐링을 위한 국내외 온천 여행지 및 이용 정보를 안내합니다.,39,scout+gemini,2026-06-05T07:20:10.657415+00:00
11-cruise-trip,11,cruise-trip,크루즈 여행,크루즈 여행을 준비하는 분들을 위한 노선 정보와 이용 가이드를 제공합니다.,40,scout+gemini,2026-06-05T07:20:10.657415+00:00
11-honeymoon-trip,11,honeymoon-trip,신혼 여행,신혼부부를 위한 특별한 허니문 여행지 추천과 준비 사항을 정리합니다.,41,scout+gemini,2026-06-05T07:20:10.657415+00:00
11-day-trip,11,day-trip,당일치기 여행,부담 없이 떠나는 당일치기 여행 코스와 알찬 일정 정보를 제공합니다.,42,scout+gemini,2026-06-05T07:20:10.657415+00:00
