l3_id,l2_id,l1_code,l3_slug,focus_keyword,title_ko,search_intent,topic_angle,description,model,generated_at,tier,quality_score,drop_reason,pilot_phase,l1_name_ko,l2_name_ko,seo_priority,pick_rank
10-baking-guide-cake-decorating-for-beginners,10-baking-guide,10,cake-decorating-for-beginners,케이크 장식하는 법 초보자,초보자도 할 수 있는 케이크 장식 방법,howto,howto,케이크 장식 기초부터 응용까지 단계별 안내,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,푸드,베이킹 가이드,S,7
10-baking-guide-caramel-sauce-baking,10-baking-guide,10,caramel-sauce-baking,베이킹용 카라멜 소스 활용법,베이킹용 카라멜 소스 활용법과 레시피,howto,howto,카라멜 소스를 활용한 베이킹 방법을 소개합니다.,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,푸드,베이킹 가이드,S,8
10-baking-guide-cinnamon-baking,10-baking-guide,10,cinnamon-baking,베이킹용 시나몬 활용법,베이킹용 시나몬 활용법과 레시피,howto,howto,시나몬을 활용한 베이킹 방법을 소개합니다.,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,푸드,베이킹 가이드,S,9
10-baking-guide-cocoa-powder-baking,10-baking-guide,10,cocoa-powder-baking,베이킹용 코코아 파우더 활용법,베이킹용 코코아 파우더 활용법과 레시피,howto,howto,코코아 파우더를 활용한 베이킹 방법을 소개합니다.,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,푸드,베이킹 가이드,S,10
10-dessert-making-banana-dessert-recipe,10-dessert-making,10,banana-dessert-recipe,바나나 디저트 레시피,바나나로 만드는 다양한 디저트 레시피,howto,howto,바나나를 활용한 다양한 디저트 레시피 모음,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,푸드,디저트 만들기,A,1
10-dessert-making-bento-dessert-recipe,10-dessert-making,10,bento-dessert-recipe,도시락 디저트 레시피,도시락에 담아가는 간편 디저트 레시피,howto,howto,도시락에 담기 좋은 간편 디저트 레시피 모음,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,푸드,디저트 만들기,A,2
10-dessert-making-cherry-dessert-recipe,10-dessert-making,10,cherry-dessert-recipe,체리 디저트 레시피,체리로 만드는 상큼한 디저트 레시피,howto,howto,체리를 활용한 다양한 디저트 레시피 모음,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,푸드,디저트 만들기,A,3
10-dessert-making-chocolate-dessert-recipe,10-dessert-making,10,chocolate-dessert-recipe,초콜릿 디저트 레시피,초콜릿을 활용한 달콤한 디저트 레시피,howto,howto,초콜릿을 활용한 다양한 디저트 레시피 소개,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,푸드,디저트 만들기,A,4
10-dessert-making-christmas-cake-recipe,10-dessert-making,10,christmas-cake-recipe,크리스마스 케이크 레시피 초보자,초보자도 쉽게 만드는 크리스마스 케이크 레시피,howto,howto,크리스마스 파티에 꼭 필요한 간편 케이크 레시피,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,푸드,디저트 만들기,A,5
10-dessert-making-coffee-dessert-recipe,10-dessert-making,10,coffee-dessert-recipe,커피 디저트 레시피,커피와 잘 어울리는 디저트 레시피,howto,howto,커피와 잘 어울리는 다양한 디저트 레시피 소개,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,푸드,디저트 만들기,A,6
10-dessert-making-easy-banana-bread-recipe,10-dessert-making,10,easy-banana-bread-recipe,간편 바나나 브레드 레시피,초보자도 쉽게 만드는 바나나 브레드 레시피,howto,howto,과일로 간편하게 만드는 바나나 브레드,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,푸드,디저트 만들기,A,7
10-dessert-making-easy-black-forest-cake-recipe,10-dessert-making,10,easy-black-forest-cake-recipe,간편 블랙 포레스트 케이크 레시피,간편 블랙 포레스트 케이크 레시피: 고급스러운 디저트,howto,howto,초콜릿과 체리로 완성하는 블랙 포레스트 케이크,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,푸드,디저트 만들기,A,8
10-dessert-making-easy-blueberry-dessert,10-dessert-making,10,easy-blueberry-dessert,간편 블루베리 디저트 레시피,간편하게 만드는 블루베리 디저트 레시피,howto,howto,간편하게 만드는 블루베리 디저트 레시피,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,푸드,디저트 만들기,A,9
10-dessert-making-easy-blueberry-muffin-recipe,10-dessert-making,10,easy-blueberry-muffin-recipe,간편 블루베리 머핀 레시피,간편 블루베리 머핀 레시피: 아침 식사용 간식,howto,howto,신선한 블루베리로 만드는 간편한 머핀,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,푸드,디저트 만들기,A,10
10-healthy-convenience-food-healthy-breakfast-recipes,10-healthy-convenience-food,10,healthy-breakfast-recipes,간편한 건강 아침식사 레시피,바쁘게 일하는 직장인을 위한 간편한 건강 아침식사 레시피,howto,howto,간편하고 건강한 아침식사 레시피 공유,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,푸드,건강 간편식,A,1
10-healthy-convenience-food-easy-healthy-bean-dish,10-healthy-convenience-food,10,easy-healthy-bean-dish,간편 건강 콩 요리,간편하게 먹는 건강한 콩 요리 레시피,howto,tip,간편하게 조리할 수 있는 다양한 건강 콩 요리 레시피,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,푸드,건강 간편식,A,2
10-healthy-convenience-food-easy-healthy-fermented-food,10-healthy-convenience-food,10,easy-healthy-fermented-food,간편 건강 발효 음식,간편하게 먹는 건강한 발효 음식 레시피,howto,tip,간편하게 조리할 수 있는 다양한 건강 발효 음식 레시피,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,푸드,건강 간편식,A,3
10-healthy-convenience-food-easy-healthy-fish-dish,10-healthy-convenience-food,10,easy-healthy-fish-dish,간편 건강 어류 요리,간편하게 먹는 건강한 어류 요리 레시피,howto,tip,간편하게 조리할 수 있는 다양한 건강 어류 요리 레시피,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,푸드,건강 간편식,A,4
10-healthy-convenience-food-easy-healthy-grain-dish,10-healthy-convenience-food,10,easy-healthy-grain-dish,간편 건강 곡물 요리,간편하게 먹는 건강한 곡물 요리 레시피,howto,tip,간편하게 조리할 수 있는 다양한 건강 곡물 요리 레시피,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,푸드,건강 간편식,A,5
10-healthy-convenience-food-easy-healthy-korean-food,10-healthy-convenience-food,10,easy-healthy-korean-food,간편 건강 한식,간편하게 먹는 건강한 한식 레시피,howto,tip,간편하게 조리할 수 있는 다양한 건강 한식 레시피,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,푸드,건강 간편식,A,6
10-healthy-convenience-food-easy-healthy-meat-dish,10-healthy-convenience-food,10,easy-healthy-meat-dish,간편 건강 육류 요리,간편하게 먹는 건강한 육류 요리 레시피,howto,tip,간편하게 조리할 수 있는 다양한 건강 육류 요리 레시피,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,푸드,건강 간편식,A,7
10-healthy-convenience-food-easy-healthy-salad,10-healthy-convenience-food,10,easy-healthy-salad,간편 건강 샐러드,간편하게 먹는 건강한 샐러드 레시피,howto,tip,간편하게 조리할 수 있는 다양한 건강 샐러드 레시피,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,푸드,건강 간편식,A,8
08-skin-type-care-autumn-dry-skin-care,08-skin-type-care,08,autumn-dry-skin-care,가을 건성 피부 관리법,가을철 건성 피부를 위한 관리 팁과 제품 추천,howto,howto,가을철 건성 피부 관리 방법,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,뷰티,피부 타입별 케어,S,1
08-skin-type-care-freckle-management,08-skin-type-care,08,freckle-management,피부 주근깨 관리법,피부 주근깨를 관리하는 6가지 방법,howto,tip,피부 주근깨를 관리하기 위한 구체적인 방법과 제품 추천,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,뷰티,피부 타입별 케어,S,2
08-skin-type-care-freckle-skin-care-tips,08-skin-type-care,08,freckle-skin-care-tips,기미 있는 피부 관리법,기미가 있는 피부를 위한 관리 방법과 제품 추천,howto,howto,기미 피부 관리에 효과적인 방법과 제품,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,뷰티,피부 타입별 케어,S,3
08-skin-type-care-freckles-skin-management,08-skin-type-care,08,freckles-skin-management,주근깨 있는 피부 관리,주근깨 있는 피부 관리하는 방법과 제품 추천,howto,howto,주근깨 있는 피부 관리 방법과 추천 제품을 소개합니다.,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,뷰티,피부 타입별 케어,S,4
08-skin-type-care-hyperpigmentation-improvement,08-skin-type-care,08,hyperpigmentation-improvement,피부 색소 침착 개선,피부 색소 침착 개선하는 방법과 팁,howto,howto,피부 색소 침착을 개선하는 방법과 팁을 제공합니다.,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,뷰티,피부 타입별 케어,S,5
08-skin-type-care-hyperpigmentation-management,08-skin-type-care,08,hyperpigmentation-management,피부 색소 침착 관리,피부 색소 침착을 관리하는 6가지 방법,howto,tip,피부 색소 침착을 관리하기 위한 구체적인 방법과 제품 추천,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,뷰티,피부 타입별 케어,S,6
08-skin-type-care-sensitive-skin-management,08-skin-type-care,08,sensitive-skin-management,포근한 피부 관리법,포근한 피부 관리하는 방법과 팁,howto,howto,포근한 피부를 관리하는 방법과 팁을 알려드립니다.,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,뷰티,피부 타입별 케어,S,7
08-skin-type-care-skin-care-routine,08-skin-type-care,08,skin-care-routine,피부 관리 루틴,피부 관리 루틴과 효과적인 방법,howto,howto,피부 관리 루틴과 효과적인 방법을 알려드립니다.,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,뷰티,피부 타입별 케어,S,8
08-skin-type-care-skin-hydration-balance,08-skin-type-care,08,skin-hydration-balance,피부 수분 균형 유지,피부 수분 균형을 유지하는 방법과 팁,howto,howto,피부 수분 균형을 유지하는 방법과 팁을 알려드립니다.,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,뷰티,피부 타입별 케어,S,9
08-skin-type-care-skin-soothing,08-skin-type-care,08,skin-soothing,피부 진정 관리법,피부 진정하는 방법과 제품 추천,howto,howto,피부를 진정하는 방법과 제품을 안내합니다.,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,뷰티,피부 타입별 케어,S,10
08-skin-type-care-skin-tone-balancing,08-skin-type-care,08,skin-tone-balancing,피부 색조 균형 잡기,피부 색조를 균형 있게 잡는 5가지 방법,howto,tip,피부 색조를 균형 있게 잡기 위한 구체적인 방법과 제품 추천,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,뷰티,피부 타입별 케어,S,11
08-skin-type-care-summer-sensitive-skin-care,08-skin-type-care,08,summer-sensitive-skin-care,여름 민감성 피부 관리법,여름철 민감성 피부 관리하는 방법과 제품 추천,howto,tip,민감성 피부를 여름철에 잘 관리하는 실용적 방법,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,뷰티,피부 타입별 케어,S,12
08-skincare-routine-anti-aging-skin-care-routine,08-skincare-routine,08,anti-aging-skin-care-routine,항노화 스킨케어 루틴,20대부터 준비하는 항노화 스킨케어 루틴 팁,howto,tip,피부 노화를 예방하는 단계별 항노화 스킨케어 방법,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,뷰티,스킨케어 루틴,S,1
08-skincare-routine-dermatitis-skincare-routine,08-skincare-routine,08,dermatitis-skincare-routine,피부 결막염 예방 스킨케어 루틴,피부 결막염 예방 스킨케어 루틴과 제품 추천,howto,howto,피부 결막염 예방을 위한 스킨케어 루틴,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,뷰티,스킨케어 루틴,S,2
08-skincare-routine-evening-skincare-routine,08-skincare-routine,08,evening-skincare-routine,밤 스킨케어 루틴,밤 스킨케어 루틴 단계별 방법과 추천 제품,howto,howto,밤에 따라야 할 스킨케어 단계별 가이드,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,뷰티,스킨케어 루틴,S,3
08-skincare-routine-exfoliation-skin-care-routine,08-skincare-routine,08,exfoliation-skin-care-routine,피부 각질 제거 스킨케어 루틴,피부 각질 제거를 위한 스킨케어 루틴 방법,howto,howto,피부 각질을 효과적으로 제거하는 스킨케어 루틴,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,뷰티,스킨케어 루틴,S,4
08-skincare-routine-gray-hair-management-skin-care-routine,08-skincare-routine,08,gray-hair-management-skin-care-routine,흰머리 관리 스킨케어 루틴,흰머리 관리에 효과적인 스킨케어 루틴 방법,howto,howto,흰머리 관리에 도움을 주는 스킨케어 루틴 가이드,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,뷰티,스킨케어 루틴,S,5
08-skincare-routine-low-irritation-skincare-routine,08-skincare-routine,08,low-irritation-skincare-routine,저자극 스킨케어 루틴,저자극 스킨케어 루틴과 민감한 피부를 위한 제품 추천,howto,howto,피부 자극을 최소화하는 스킨케어 루틴,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,뷰티,스킨케어 루틴,S,6
08-skincare-routine-men-skincare-routine,08-skincare-routine,08,men-skincare-routine,남성 스킨케어 루틴,남성 스킨케어 루틴 단계별 방법과 제품 추천,howto,howto,남성 피부 특성에 맞는 스킨케어 루틴,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,뷰티,스킨케어 루틴,S,7
08-skincare-routine-morning-office-skin-care,08-skincare-routine,08,morning-office-skin-care,출근 전 스킨케어 루틴,출근 전 5분 스킨케어 루틴과 제품 추천,howto,howto,바쁜 아침에도 간편하게 할 수 있는 스킨케어 방법,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,뷰티,스킨케어 루틴,S,8
08-skincare-routine-morning-skincare-routine,08-skincare-routine,08,morning-skincare-routine,아침 스킨케어 루틴,아침 스킨케어 루틴 단계별 방법과 추천 제품,howto,howto,아침에 따라야 할 스킨케어 단계별 가이드,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,뷰티,스킨케어 루틴,S,9
08-skincare-routine-nutrient-cream-skin-care-routine,08-skincare-routine,08,nutrient-cream-skin-care-routine,영양 크림 스킨케어 루틴,영양 크림 사용법과 함께하는 스킨케어 루틴,howto,howto,영양 크림의 효과를 극대화하는 스킨케어 루틴,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,뷰티,스킨케어 루틴,S,10
08-skincare-routine-oil-cleansing-skin-care-routine,08-skincare-routine,08,oil-cleansing-skin-care-routine,오일 클렌징 스킨케어 루틴,오일 클렌징을 활용한 효과적인 스킨케어 루틴 방법,howto,howto,오일 클렌징으로 피부 청결도 높이는 스킨케어 루틴 가이드,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,뷰티,스킨케어 루틴,S,11
08-skincare-routine-sensitive-skin-care-routine,08-skincare-routine,08,sensitive-skin-care-routine,예민한 피부 스킨케어 루틴,예민한 피부를 위한 스킨케어 루틴 방법,howto,howto,예민한 피부를 진정시키는 스킨케어 루틴 팁,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,뷰티,스킨케어 루틴,S,12
08-hair-care-tips-damaged-hair-recovery-tips,08-hair-care-tips,08,damaged-hair-recovery-tips,데미지 머릿결 복구하는 법,손상된 머릿결 복구하기 5가지 방법,howto,howto,손상된 모발을 건강하게 복구하는 방법을 알아봅니다.,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,뷰티,헤어 케어 팁,S,1
08-hair-care-tips-easy-curling-hair-care,08-hair-care-tips,08,easy-curling-hair-care,이지컬링 머릿결 관리,이지컬링 머릿결 관리하는 4가지 방법,howto,tip,이지컬링 머릿결 건강하게 유지하는 법,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,뷰티,헤어 케어 팁,S,2
08-hair-care-tips-greasy-hair-management,08-hair-care-tips,08,greasy-hair-management,기름진 머리 관리법,기름진 머릿결 관리하는 6가지 효과적인 방법,howto,tip,지성 머릿결을 건강하게 관리하는 방법,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,뷰티,헤어 케어 팁,S,3
08-hair-care-tips-hair-color-maintenance-tips,08-hair-care-tips,08,hair-color-maintenance-tips,모발 색상 유지하는 법,모발 색상 유지하는 4가지 팁,howto,tip,모발 색상을 유지하는 방법을 알려드립니다.,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,뷰티,헤어 케어 팁,S,4
08-hair-care-tips-hair-moisturizer-purchase-tips,08-hair-care-tips,08,hair-moisturizer-purchase-tips,모발 보습 제품 선택법,모발 보습 제품 선택하는 3가지 팁,howto,tip,모발 보습 제품을 선택하는 방법을 알려드립니다.,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,뷰티,헤어 케어 팁,S,5
08-hair-care-tips-hot-water-hair-washing-method,08-hair-care-tips,08,hot-water-hair-washing-method,머리 감는 온수 사용법,머리 감는 온수 사용법과 주의사항,howto,howto,머리를 감을 때 온수를 사용하는 방법을 알려드립니다.,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,뷰티,헤어 케어 팁,S,6
08-hair-care-tips-natural-hair-curling,08-hair-care-tips,08,natural-hair-curling,자연 모발 컬링 하는 법,자연 모발 컬링 하는 법과 관리,howto,howto,화학 처리 없이 머리 컬링하는 방법과 유지법,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,뷰티,헤어 케어 팁,S,7
08-hair-care-tips-onion-juice-hair-growth,08-hair-care-tips,08,onion-juice-hair-growth,양파 주스로 모발성장,양파 주스로 모발성장하는 방법과 주의점,howto,howto,양파 주스로 모발 건강 증진하는 절차,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,뷰티,헤어 케어 팁,S,8
08-hair-care-tips-scalp-care-for-hair,08-hair-care-tips,08,scalp-care-for-hair,모발 건강을 위한 두피 관리법,모발 건강을 위한 두피 관리법,howto,howto,두피 건강에 좋은 관리 방법,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,뷰티,헤어 케어 팁,S,9
08-hair-care-tips-scalp-itch-relief-methods,08-hair-care-tips,08,scalp-itch-relief-methods,두피 가려움증 완화하는 법,두피 가려움증 완화를 위한 6가지 팁,howto,tip,두피 가려움증을 완화하는 방법을 소개합니다.,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,뷰티,헤어 케어 팁,S,10
08-makeup-tutorial-become-a-makeup-artist,08-makeup-tutorial,08,become-a-makeup-artist,메이크업 예술가 되는 법,메이크업 예술가가 되기 위한 방법과 과정,howto,howto,메이크업 예술가로 성장하는 방법,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,뷰티,메이크업 튜토리얼,S,1
08-makeup-tutorial-cool-summer-makeup-recipe,08-makeup-tutorial,08,cool-summer-makeup-recipe,시원한 메이크업 레시피,여름 더위를 틀어막는 시원한 메이크업 레시피,howto,howto,더위를 즐겁게 견디는 메이크업 팁,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,뷰티,메이크업 튜토리얼,S,2
08-makeup-tutorial-copy-celebrity-makeup,08-makeup-tutorial,08,copy-celebrity-makeup,연예인 메이크업 복사하기,연예인 메이크업 스타일 복사하는 방법,howto,howto,연예인 메이크업 스타일을 따라하는 방법,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,뷰티,메이크업 튜토리얼,S,3
08-makeup-tutorial-daily-makeup-for-beginners,08-makeup-tutorial,08,daily-makeup-for-beginners,매일 화장법 초보 위한,매일 하는 메이크업법 초보자도 완벽하게 하는 방법,howto,howto,메이크업 초보자도 쉽게 따라할 수 있는 매일 화장법,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,뷰티,메이크업 튜토리얼,S,4
08-makeup-tutorial-face-line-correction-makeup,08-makeup-tutorial,08,face-line-correction-makeup,메이크업으로 얼굴 라인 교정하기,메이크업으로 얼굴 라인 교정하는 방법,howto,tip,메이크업으로 얼굴 라인을 교정하는 기법,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,뷰티,메이크업 튜토리얼,S,5
08-makeup-tutorial-instagram-makeup-filter,08-makeup-tutorial,08,instagram-makeup-filter,인스타그램 메이크업 필터처럼,인스타그램 필터 같은 메이크업 하는 방법,howto,howto,인스타그램 메이크업 필터를 재현하는 방법,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,뷰티,메이크업 튜토리얼,S,6
08-makeup-tutorial-lipstick-removal-technique,08-makeup-tutorial,08,lipstick-removal-technique,립스틱 오프하는 법,완벽하게 지우는 립스틱 오프하는 방법,howto,howto,립스틱을 깔끔하게 지우는 방법,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,뷰티,메이크업 튜토리얼,S,7
08-makeup-tutorial-long-lasting-makeup-tips,08-makeup-tutorial,08,long-lasting-makeup-tips,메이크업 오래 유지하기,메이크업이 오래 가는 비밀과 팁,howto,tip,메이크업이 오래 가도록 하는 방법,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,뷰티,메이크업 튜토리얼,S,8
08-makeup-tutorial-makeup-brush-cleaning,08-makeup-tutorial,08,makeup-brush-cleaning,메이크업 브러시 세척법,메이크업 브러시 세척법과 관리하는 방법,howto,howto,메이크업 브러시의 세척과 관리 방법,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,뷰티,메이크업 튜토리얼,S,9
08-makeup-tutorial-makeup-brush-guide,08-makeup-tutorial,08,makeup-brush-guide,메이크업 브러시 사용법,메이크업 브러시별 사용법과 관리 방법,howto,howto,메이크업 브러시 사용법과 관리 방법,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,뷰티,메이크업 튜토리얼,S,10
08-cosmetic-ingredient-analysis-cosmetic-ingredient-expiry-date,08-cosmetic-ingredient-analysis,08,cosmetic-ingredient-expiry-date,화장품 성분 유통기한,화장품 성분 유통기한 확인과 보관법,howto,tip,화장품 성분 유통기한 확인과 보관법,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,뷰티,화장품 성분 분석,A,1
08-cosmetic-ingredient-analysis-cosmetic-ingredient-harmfulness-test,08-cosmetic-ingredient-analysis,08,cosmetic-ingredient-harmfulness-test,화장품 성분 유해성 검사,화장품 성분 유해성 검사 방법과 주의사항,howto,howto,화장품 성분의 유해성을 검사하는 방법,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,뷰티,화장품 성분 분석,A,2
08-cosmetic-ingredient-analysis-cosmetic-ingredient-niacinamide-2,08-cosmetic-ingredient-analysis,08,cosmetic-ingredient-niacinamide-2,화장품 성분 니아신아마이드 사용법,화장품 성분 니아신아마이드 사용법과 주의사항,howto,howto,화장품 성분 니아신아마이드의 올바른 사용법과 주의사항 알기,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,뷰티,화장품 성분 분석,A,3
08-cosmetic-ingredient-analysis-cosmetic-ingredient-safety,08-cosmetic-ingredient-analysis,08,cosmetic-ingredient-safety,화장품 성분 안전성,화장품 성분 안전성 검증 방법,howto,howto,화장품 성분 안전성 검증 방법,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,뷰티,화장품 성분 분석,A,4
08-cosmetic-ingredient-analysis-cosmetic-ingredient-test,08-cosmetic-ingredient-analysis,08,cosmetic-ingredient-test,화장품 성분 테스트,화장품 성분 테스트 방법과 결과 해석,howto,howto,화장품 성분 테스트 방법과 결과 해석,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,뷰티,화장품 성분 분석,A,5
08-cosmetic-ingredient-analysis-retinol-alternative-replacement,08-cosmetic-ingredient-analysis,08,retinol-alternative-replacement,화장품 성분 레티놀 대체 성분,레티놀 대체 성분으로 화장품 성분 교체하는 방법,howto,howto,레티놀 대체 성분으로 화장품 성분을 교체하는 방법을 안내합니다.,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,뷰티,화장품 성분 분석,A,6
08-cosmetic-ingredient-analysis-adenosine-niacinamide-usage,08-cosmetic-ingredient-analysis,08,adenosine-niacinamide-usage,화장품 성분 아데노신과 니아신아마이드 함께 사용,아데노신과 니아신아마이드 함께 사용할 때 효과와 주의사항,info,tip,아데노신과 니아신아마이드를 함께 사용할 때 효과와 주의사항을 설명합니다.,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,90,,1,뷰티,화장품 성분 분석,A,7
08-cosmetic-ingredient-analysis-cosmetic-chemist-comparison,08-cosmetic-ingredient-analysis,08,cosmetic-chemist-comparison,화장품 성분 코스메틱 케미스트 비교,화장품 성분 분석 코스메틱 케미스트 추천과 비교,compare,compare,화장품 성분 분석을 전문으로 하는 코스메틱 케미스트 서비스를 비교합니다.,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,90,,1,뷰티,화장품 성분 분석,A,8
13-dog-health-dog-abdominal-pain-relief,13-dog-health,13,dog-abdominal-pain-relief,강아지 복통 완화법,강아지 복통 완화법과 원인 탐구 방법,howto,howto,강아지 복통의 원인과 완화 방법 및 예방법,mistralai/mistral-nemotron,2026-06-04T01:15:00.927640+00:00,publish,96,,1,펫,강아지 건강,S,1
13-dog-health-dog-aging-signs-care,13-dog-health,13,dog-aging-signs-care,강아지 노화 신호와 관리법,강아지 노화 신호와 건강한 늙음 관리 방법,howto,tip,강아지 노화 신호와 건강 관리 방법,mistralai/mistral-nemotron,2026-06-04T01:15:00.927640+00:00,publish,96,,1,펫,강아지 건강,S,2
13-dog-health-dog-temperature-measurement,13-dog-health,13,dog-temperature-measurement,강아지 체온 측정 위치,강아지 체온 측정 위치와 정확한 방법,howto,howto,강아지 체온 측정 위치와 정확한 방법,mistralai/mistral-nemotron,2026-06-04T01:15:00.927640+00:00,publish,96,,1,펫,강아지 건강,S,3
13-dog-health-dog-dementia-prevention,13-dog-health,13,dog-dementia-prevention,강아지 치매 예방법,강아지 치매를 예방하는 방법과 관리 팁,howto,tip,강아지 치매를 예방하고 관리하기 위한 팁,mistralai/mistral-nemotron,2026-06-04T01:15:00.927640+00:00,publish,96,,1,펫,강아지 건강,S,4
